kernel,cores,mops,runtime_s
bt,96,474938.00,1.48
cg,1,2668.09,20.50
cg,2,4589.59,11.92
cg,3,6791.98,8.05
cg,4,8289.40,6.60
cg,5,8929.53,6.13
cg,6,9453.07,5.79
cg,7,9877.40,5.54
cg,8,10031.96,5.45
cg,9,11144.60,4.91
cg,10,12638.10,4.33
cg,11,14310.62,3.82
cg,12,15993.99,3.42
cg,13,17736.44,3.08
cg,14,19428.07,2.82
cg,15,21254.19,2.57
cg,16,22540.99,2.43
cg,17,24711.49,2.21
cg,18,26238.89,2.09
cg,19,28680.59,1.91
cg,20,31470.18,1.74
cg,21,33535.32,1.63
cg,22,36445.33,1.50
cg,23,39031.87,1.40
cg,24,42570.72,1.29
cg,25,45778.22,1.20
cg,26,49458.82,1.11
cg,27,52682.27,1.04
cg,28,55210.69,0.99
cg,29,58035.76,0.94
cg,30,62056.69,0.88
cg,31,65368.66,0.84
cg,32,67729.26,0.81
cg,33,71359.79,0.77
cg,34,74055.68,0.74
cg,35,77373.32,0.71
cg,36,77598.73,0.71
cg,37,80904.10,0.68
cg,38,83820.51,0.65
cg,39,86589.89,0.63
cg,40,88259.01,0.62
cg,41,78062.37,0.70
cg,42,89068.38,0.61
cg,43,92362.92,0.59
cg,44,94221.20,0.58
cg,45,95541.13,0.57
cg,46,98435.81,0.56
cg,47,98759.66,0.55
cg,48,102587.41,0.53
cg,49,79347.74,0.69
cg,50,97554.18,0.56
cg,51,103281.84,0.53
cg,52,106387.95,0.51
cg,53,107187.20,0.51
cg,54,106008.85,0.52
cg,55,110562.18,0.49
cg,56,108940.08,0.50
cg,57,84211.80,0.65
cg,58,105654.09,0.52
cg,59,114782.24,0.48
cg,60,111244.75,0.49
cg,61,119080.57,0.46
cg,62,116719.60,0.47
cg,63,118010.31,0.46
cg,64,117823.52,0.46
cg,65,92440.24,0.59
cg,66,105845.95,0.52
cg,67,118198.73,0.46
cg,68,119999.08,0.46
cg,69,122974.48,0.44
cg,70,126141.80,0.43
cg,71,127130.76,0.43
cg,72,121832.14,0.45
cg,73,93685.89,0.58
cg,74,109376.67,0.50
cg,75,118545.90,0.46
cg,76,124701.02,0.44
cg,77,122096.29,0.45
cg,78,127459.06,0.43
cg,79,126799.12,0.43
cg,80,127911.46,0.43
cg,81,90420.85,0.61
cg,82,116382.23,0.47
cg,83,123083.02,0.44
cg,84,127882.10,0.43
cg,85,131467.57,0.42
cg,86,128902.84,0.42
cg,87,131776.39,0.42
cg,88,128172.60,0.43
cg,89,90484.52,0.60
cg,90,116281.30,0.47
cg,91,123429.91,0.44
cg,92,130348.07,0.42
cg,93,130782.83,0.42
cg,94,131090.59,0.42
cg,95,134800.90,0.41
cg,96,131635.99,0.42
ep,1,220.71,9.73
ep,2,440.86,4.87
ep,3,659.86,3.25
ep,4,856.11,2.51
ep,5,1064.42,2.02
ep,6,690.95,3.11
ep,7,806.92,2.66
ep,8,1680.13,1.28
ep,9,1032.65,2.08
ep,10,1147.69,1.87
ep,11,2316.65,0.93
ep,12,1376.64,1.56
ep,13,2735.72,0.78
ep,14,2945.56,0.73
ep,15,1717.87,1.25
ep,16,1832.06,1.17
ep,17,3560.27,0.60
ep,18,3767.88,0.57
ep,19,3979.71,0.54
ep,20,4053.08,0.53
ep,21,2404.13,0.89
ep,22,2520.81,0.85
ep,23,2628.69,0.82
ep,24,5049.30,0.43
ep,25,5265.03,0.41
ep,26,5468.01,0.39
ep,27,5678.22,0.38
ep,28,5846.86,0.37
ep,29,5908.28,0.36
ep,30,3434.80,0.63
ep,31,3550.01,0.60
ep,32,6686.12,0.32
ep,33,6833.22,0.31
ep,34,3877.52,0.55
ep,35,3977.73,0.54
ep,36,4103.78,0.52
ep,37,4212.26,0.51
ep,38,4300.19,0.50
ep,39,4413.69,0.49
ep,40,4512.84,0.48
ep,41,4601.07,0.47
ep,42,8435.05,0.25
ep,43,4810.36,0.45
ep,44,4903.40,0.44
ep,45,5003.82,0.43
ep,46,5105.31,0.42
ep,47,5187.21,0.41
ep,48,5301.62,0.41
ep,49,5375.97,0.40
ep,50,5486.66,0.39
ep,51,5577.04,0.39
ep,52,5670.56,0.38
ep,53,5751.90,0.37
ep,54,5866.51,0.37
ep,55,5933.76,0.36
ep,56,6017.32,0.36
ep,57,10603.72,0.20
ep,58,6213.71,0.35
ep,59,6293.36,0.34
ep,60,6379.24,0.34
ep,61,6466.18,0.33
ep,62,6570.68,0.33
ep,63,6655.77,0.32
ep,64,6735.55,0.32
ep,65,6826.26,0.31
ep,66,6892.23,0.31
ep,67,6989.56,0.31
ep,68,7095.43,0.30
ep,69,7163.04,0.30
ep,70,7242.20,0.30
ep,71,7356.58,0.29
ep,72,7406.57,0.29
ep,73,7497.79,0.29
ep,74,7554.88,0.28
ep,75,7663.96,0.28
ep,76,7751.12,0.28
ep,77,7806.79,0.28
ep,78,7879.57,0.27
ep,79,7966.15,0.27
ep,80,8060.80,0.27
ep,81,8126.42,0.26
ep,82,8207.48,0.26
ep,83,8258.79,0.26
ep,84,8398.04,0.26
ep,85,8416.97,0.26
ep,86,8516.13,0.25
ep,87,8396.71,0.26
ep,88,8644.90,0.25
ep,89,8708.62,0.25
ep,90,8841.15,0.24
ep,91,8869.33,0.24
ep,92,8879.71,0.24
ep,93,8937.56,0.24
ep,94,9023.93,0.24
ep,95,9092.53,0.24
ep,96,9194.10,0.23
ft,1,6413.38,14.35
ft,2,12124.80,7.59
ft,3,17566.79,5.24
ft,4,22179.68,4.15
ft,5,26428.93,3.48
ft,6,30597.44,3.01
ft,7,34378.07,2.68
ft,8,37517.11,2.45
ft,9,39777.42,2.31
ft,10,43373.42,2.12
ft,11,47296.10,1.95
ft,12,51326.26,1.79
ft,13,55726.26,1.65
ft,14,60852.10,1.51
ft,15,68821.76,1.34
ft,16,73842.27,1.25
ft,17,75407.59,1.22
ft,18,78417.83,1.17
ft,19,80293.45,1.15
ft,20,83408.70,1.10
ft,21,86908.57,1.06
ft,22,98484.46,0.93
ft,23,101992.81,0.90
ft,24,106282.26,0.87
ft,25,109294.26,0.84
ft,26,110609.62,0.83
ft,27,112677.30,0.82
ft,28,114248.38,0.81
ft,29,117203.72,0.79
ft,30,126463.38,0.73
ft,31,129671.58,0.71
ft,32,133399.07,0.69
ft,33,134571.34,0.68
ft,34,136305.33,0.68
ft,35,137878.22,0.67
ft,36,139839.62,0.66
ft,37,148565.35,0.62
ft,38,151797.38,0.61
ft,39,152674.52,0.60
ft,40,157036.53,0.59
ft,41,158642.32,0.58
ft,42,158751.19,0.58
ft,43,160830.58,0.57
ft,44,165001.45,0.56
ft,45,171975.46,0.54
ft,46,172670.06,0.53
ft,47,176562.10,0.52
ft,48,179441.17,0.51
ft,49,181243.31,0.51
ft,50,183157.28,0.50
ft,51,183142.94,0.50
ft,52,187247.88,0.49
ft,53,189888.04,0.48
ft,54,194128.10,0.47
ft,55,195043.80,0.47
ft,56,198538.27,0.46
ft,57,199996.31,0.46
ft,58,202553.22,0.45
ft,59,206035.39,0.45
ft,60,204271.35,0.45
ft,61,208139.45,0.44
ft,62,213460.15,0.43
ft,63,211235.31,0.44
ft,64,215400.07,0.43
ft,65,216623.50,0.42
ft,66,220680.04,0.42
ft,67,219811.18,0.42
ft,68,223624.10,0.41
ft,69,223816.19,0.41
ft,70,226486.85,0.41
ft,71,228241.85,0.40
ft,72,228861.54,0.40
ft,73,231375.93,0.40
ft,74,230811.15,0.40
ft,75,234514.66,0.39
ft,76,234852.62,0.39
ft,77,235940.64,0.39
ft,78,235897.82,0.39
ft,79,239790.39,0.38
ft,80,239008.21,0.39
ft,81,240802.52,0.38
ft,82,246826.98,0.37
ft,83,243667.07,0.38
ft,84,244296.81,0.38
ft,85,244753.31,0.38
ft,86,245696.88,0.37
ft,87,247095.08,0.37
ft,88,248524.14,0.37
ft,89,252798.83,0.36
ft,90,253263.62,0.36
ft,91,252572.30,0.36
ft,92,253123.98,0.36
ft,93,255330.82,0.36
ft,94,255127.71,0.36
ft,95,255344.21,0.36
ft,96,256184.23,0.36
lu,1,10362.27,48.14
lu,2,20105.14,24.81
lu,3,29208.57,17.08
lu,4,38141.02,13.08
lu,5,45837.46,10.88
lu,6,52585.31,9.49
lu,7,58118.14,8.58
lu,8,63849.73,7.81
lu,9,68327.51,7.30
lu,10,78711.28,6.34
lu,11,80291.26,6.21
lu,12,87384.69,5.71
lu,13,95432.04,5.23
lu,14,98451.40,5.07
lu,15,106419.05,4.69
lu,16,107434.23,4.64
lu,17,117764.23,4.24
lu,18,120243.56,4.15
lu,19,124175.80,4.02
lu,20,135976.39,3.67
lu,21,138818.26,3.59
lu,22,140300.09,3.56
lu,23,142863.91,3.49
lu,24,143994.24,3.46
lu,25,160012.24,3.12
lu,26,161777.08,3.08
lu,27,165039.35,3.02
lu,28,167303.49,2.98
lu,29,168648.41,2.96
lu,30,170434.84,2.93
lu,31,174090.70,2.87
lu,32,175296.18,2.85
lu,33,177174.54,2.82
lu,34,198081.19,2.52
lu,35,199390.33,2.50
lu,36,201001.80,2.48
lu,37,201255.85,2.48
lu,38,199446.32,2.50
lu,39,199469.26,2.50
lu,40,199672.03,2.50
lu,41,204917.15,2.43
lu,42,206767.00,2.41
lu,43,206976.76,2.41
lu,44,207721.22,2.40
lu,45,208054.99,2.40
lu,46,212502.04,2.35
lu,47,212516.05,2.35
lu,48,211856.49,2.35
lu,49,212925.70,2.34
lu,50,238421.58,2.09
lu,51,243771.79,2.05
lu,52,245347.36,2.03
lu,53,247288.53,2.02
lu,54,248015.77,2.01
lu,55,249078.33,2.00
lu,56,250586.80,1.99
lu,57,249842.87,2.00
lu,58,251319.00,1.98
lu,59,249212.15,2.00
lu,60,247633.45,2.01
lu,61,248969.71,2.00
lu,62,247236.34,2.02
lu,63,248528.26,2.01
lu,64,244877.94,2.04
lu,65,247141.20,2.02
lu,66,242586.95,2.06
lu,67,241799.18,2.06
lu,68,243009.22,2.05
lu,69,245118.57,2.04
lu,70,247118.22,2.02
lu,71,245835.26,2.03
lu,72,245547.22,2.03
lu,73,244397.14,2.04
lu,74,244574.04,2.04
lu,75,243584.93,2.05
lu,76,242584.10,2.06
lu,77,243389.60,2.05
lu,78,243435.87,2.05
lu,79,244611.57,2.04
lu,80,240960.36,2.07
lu,81,240826.95,2.07
lu,82,243495.73,2.05
lu,83,245516.10,2.03
lu,84,247684.08,2.01
lu,85,249086.90,2.00
lu,86,248856.65,2.00
lu,87,248415.96,2.01
lu,88,248933.65,2.00
lu,89,246744.73,2.02
lu,90,247149.31,2.02
lu,91,246472.48,2.02
lu,92,251094.10,1.99
lu,93,253114.38,1.97
lu,94,252273.26,1.98
lu,95,252200.30,1.98
lu,96,252409.22,1.98
mg,1,6959.28,2.80
mg,2,13196.81,1.47
mg,3,18564.82,1.05
mg,4,21911.35,0.89
mg,5,24717.42,0.79
mg,6,26424.23,0.74
mg,7,27743.49,0.70
mg,8,28245.48,0.69
mg,9,31663.69,0.61
mg,10,35004.56,0.56
mg,11,38530.82,0.51
mg,12,42043.36,0.46
mg,13,44970.42,0.43
mg,14,48684.09,0.40
mg,15,51770.47,0.38
mg,16,54881.07,0.35
mg,17,57603.27,0.34
mg,18,61104.30,0.32
mg,19,63855.98,0.30
mg,20,66315.52,0.29
mg,21,68908.18,0.28
mg,22,71030.50,0.27
mg,23,73383.87,0.27
mg,24,73636.94,0.26
mg,25,76183.79,0.26
mg,26,78809.99,0.25
mg,27,81250.17,0.24
mg,28,84246.64,0.23
mg,29,86302.33,0.23
mg,30,86647.63,0.22
mg,31,89954.06,0.22
mg,32,94934.31,0.21
mg,33,94569.00,0.21
mg,34,96323.56,0.20
mg,35,99899.19,0.19
mg,36,103758.13,0.19
mg,37,105936.27,0.18
mg,38,106071.95,0.18
mg,39,108819.23,0.18
mg,40,110842.83,0.18
mg,41,113860.46,0.17
mg,42,121563.29,0.16
mg,43,127703.75,0.15
mg,44,128600.60,0.15
mg,45,132455.94,0.15
mg,46,135518.77,0.14
mg,47,136816.61,0.14
mg,48,140141.91,0.14
mg,49,143899.55,0.14
mg,50,150759.53,0.13
mg,51,160121.26,0.12
mg,52,162041.15,0.12
mg,53,166173.05,0.12
mg,54,171653.62,0.11
mg,55,173691.93,0.11
mg,56,176402.56,0.11
mg,57,179512.68,0.11
mg,58,186547.05,0.10
mg,59,192526.76,0.10
mg,60,198624.82,0.10
mg,61,200107.48,0.10
mg,62,206292.10,0.09
mg,63,218181.92,0.09
mg,64,225267.41,0.09
mg,65,224454.40,0.09
mg,66,222829.69,0.09
mg,67,224851.43,0.09
mg,68,229603.85,0.08
mg,69,233328.54,0.08
mg,70,233170.59,0.08
mg,71,236862.14,0.08
mg,72,239802.87,0.08
mg,73,237986.97,0.08
mg,74,241988.33,0.08
mg,75,244056.08,0.08
mg,76,246474.29,0.08
mg,77,255307.11,0.08
mg,78,258141.55,0.08
mg,79,260291.12,0.07
mg,80,262091.00,0.07
mg,81,262370.67,0.07
mg,82,265864.47,0.07
mg,83,270399.66,0.07
mg,84,274126.79,0.07
mg,85,280752.62,0.07
mg,86,278303.41,0.07
mg,87,280160.32,0.07
mg,88,281524.27,0.07
mg,89,279821.50,0.07
mg,90,279501.01,0.07
mg,91,272506.32,0.07
mg,92,277648.68,0.07
mg,93,281601.18,0.07
mg,94,278052.31,0.07
mg,95,272609.54,0.07
mg,96,273211.46,0.07
sp,1,6247.76,56.82
sp,2,11996.10,29.59
sp,3,16945.54,20.95
sp,4,21025.21,16.89
sp,5,24402.92,14.55
sp,6,26754.83,13.27
sp,7,28410.25,12.50
sp,8,29383.29,12.08
sp,9,33193.40,10.70
sp,10,37572.79,9.45
sp,11,42330.04,8.39
sp,12,47233.86,7.52
sp,13,51969.36,6.83
sp,14,56019.57,6.34
sp,15,61748.93,5.75
sp,16,66591.64,5.33
sp,17,71087.49,4.99
sp,18,77225.71,4.60
sp,19,83112.16,4.27
sp,20,89255.30,3.98
sp,21,95134.03,3.73
sp,22,102050.86,3.48
sp,23,106629.05,3.33
sp,24,111420.76,3.19
sp,25,115191.68,3.08
sp,26,119960.03,2.96
sp,27,127145.93,2.79
sp,28,135303.82,2.62
sp,29,139426.61,2.55
sp,30,145150.90,2.45
sp,31,151440.70,2.34
sp,32,158431.18,2.24
sp,33,162748.75,2.18
sp,34,169389.25,2.10
sp,35,174180.25,2.04
sp,36,178888.07,1.98
sp,37,187630.28,1.89
sp,38,187982.54,1.89
sp,39,195246.32,1.82
sp,40,193144.85,1.84
sp,41,198955.90,1.78
sp,42,205032.89,1.73
sp,43,208355.39,1.70
sp,44,212512.29,1.67
sp,45,217017.77,1.64
sp,46,220643.29,1.61
sp,47,225030.62,1.58
sp,48,226317.74,1.57
sp,49,227342.34,1.56
sp,50,227902.15,1.56
sp,51,231358.94,1.53
sp,52,236196.13,1.50
sp,53,237446.75,1.50
sp,54,237671.16,1.49
sp,55,244834.50,1.45
sp,56,250093.57,1.42
sp,57,254614.99,1.39
sp,58,256011.62,1.39
sp,59,257796.60,1.38
sp,60,264368.12,1.34
sp,61,268152.70,1.32
sp,62,267368.73,1.33
sp,63,270243.26,1.31
sp,64,274926.86,1.29
sp,65,275069.67,1.29
sp,66,271159.62,1.31
sp,67,275983.44,1.29
sp,68,280327.27,1.27
sp,69,286270.53,1.24
sp,70,282854.21,1.26
sp,71,285140.17,1.25
sp,72,292249.85,1.21
sp,73,293489.53,1.21
sp,74,290577.09,1.22
sp,75,294110.22,1.21
sp,76,297824.21,1.19
sp,77,297925.28,1.19
sp,78,300608.00,1.18
sp,79,299409.24,1.19
sp,80,303223.84,1.17
sp,81,302581.41,1.17
sp,82,301645.29,1.18
sp,83,306926.57,1.16
sp,84,313430.94,1.13
sp,85,313045.37,1.13
sp,86,313772.47,1.13
sp,87,317845.76,1.12
sp,88,313462.95,1.13
sp,89,320329.14,1.11
sp,90,322499.22,1.10
sp,91,320747.55,1.11
sp,92,321393.17,1.10
sp,93,325470.64,1.09
sp,94,320547.89,1.11
sp,95,328374.44,1.08
sp,96,323593.08,1.10
ua,1,35.80,61.69
ua,2,67.05,32.94
ua,3,93.49,23.63
ua,4,116.41,18.97
ua,5,136.56,16.17
ua,6,155.10,14.24
ua,7,171.36,12.89
ua,8,186.10,11.87
ua,9,210.56,10.49
ua,10,239.71,9.21
ua,11,269.01,8.21
ua,12,300.20,7.36
ua,13,330.09,6.69
ua,14,364.75,6.06
ua,15,395.30,5.59
ua,16,424.48,5.20
ua,17,446.24,4.95
ua,18,479.27,4.61
ua,19,506.44,4.36
ua,20,535.50,4.12
ua,21,563.35,3.92
ua,22,588.37,3.75
ua,23,613.07,3.60
ua,24,633.90,3.48
ua,25,646.37,3.42
ua,26,666.90,3.31
ua,27,687.61,3.21
ua,28,710.75,3.11
ua,29,729.02,3.03
ua,30,748.04,2.95
ua,31,759.06,2.91
ua,32,782.19,2.82
ua,33,783.12,2.82
ua,34,803.40,2.75
ua,35,821.90,2.69
ua,36,840.23,2.63
ua,37,853.23,2.59
ua,38,871.95,2.53
ua,39,885.33,2.49
ua,40,893.80,2.47
ua,41,903.29,2.45
ua,42,914.29,2.42
ua,43,922.72,2.39
ua,44,938.68,2.35
ua,45,951.79,2.32
ua,46,971.52,2.27
ua,47,969.93,2.28
ua,48,983.42,2.25
ua,49,985.57,2.24
ua,50,999.03,2.21
ua,51,996.97,2.22
ua,52,1021.56,2.16
ua,53,1018.51,2.17
ua,54,1025.15,2.15
ua,55,1031.91,2.14
ua,56,1046.71,2.11
ua,57,1044.49,2.11
ua,58,1045.26,2.11
ua,59,1055.30,2.09
ua,60,1063.95,2.08
ua,61,1071.81,2.06
ua,62,1075.20,2.05
ua,63,1070.38,2.06
ua,64,1076.32,2.05
ua,65,1081.95,2.04
ua,66,1080.52,2.04
ua,67,1095.87,2.02
ua,68,1085.83,2.03
ua,69,1088.87,2.03
ua,70,1102.53,2.00
ua,71,1100.54,2.01
ua,72,1103.54,2.00
ua,73,1097.25,2.01
ua,74,1100.90,2.01
ua,75,1114.83,1.98
ua,76,1121.23,1.97
ua,77,1109.48,1.99
ua,78,1115.64,1.98
ua,79,1117.39,1.98
ua,80,1131.57,1.95
ua,81,1121.22,1.97
ua,82,1116.44,1.98
ua,83,1129.49,1.96
ua,84,1129.67,1.96
ua,85,1124.39,1.96
ua,86,1129.40,1.96
ua,87,1125.48,1.96
ua,88,1138.22,1.94
ua,89,1131.75,1.95
ua,90,1132.56,1.95
ua,91,1134.96,1.95
ua,92,1135.59,1.95
ua,93,1126.03,1.96
ua,94,1131.40,1.95
ua,95,1131.96,1.95
ua,96,1134.08,1.95
