arch,app,variant,cores,time_s,threads
grace,cloverleaf,base,64,11.58814811706543,64
grace,cloverleaf,base,65,11.3210768699646,65
grace,cloverleaf,base,66,11.400901079177856,66
grace,cloverleaf,base,67,11.347799062728882,67
grace,cloverleaf,base,68,11.321829080581663,68
grace,cloverleaf,base,69,11.341333150863647,69
grace,cloverleaf,base,70,11.274489879608154,70
grace,cloverleaf,base,71,11.184835195541382,71
grace,cloverleaf,base,72,11.264525175094604,72
grace,minibude,base,1,201.96577,1
grace,minibude,base,2,101.02485000000001,2
grace,minibude,base,3,67.39661,3
grace,minibude,base,4,50.55288,4
grace,minibude,base,5,40.48334,5
grace,minibude,base,6,33.752739999999996,6
grace,minibude,base,7,28.930790000000002,7
grace,minibude,base,8,25.277700000000003,8
grace,minibude,base,9,22.51562,9
grace,minibude,base,10,20.2485,10
grace,minibude,base,11,18.46855,11
grace,minibude,base,12,16.88768,12
grace,minibude,base,13,15.61552,13
grace,minibude,base,14,14.523200000000001,14
grace,minibude,base,15,13.53627,15
grace,minibude,base,16,12.65127,16
grace,minibude,base,17,11.96236,17
grace,minibude,base,18,11.274420000000001,18
grace,minibude,base,19,10.676459999999999,19
grace,minibude,base,20,10.18584,20
grace,minibude,base,21,9.69209,21
grace,minibude,base,22,9.29815,22
grace,minibude,base,23,8.90609,23
grace,minibude,base,24,8.48712,24
grace,minibude,base,25,7.969060000000001,25
grace,minibude,base,26,7.66798,26
grace,minibude,base,27,7.37773,27
grace,minibude,base,28,7.17244,28
grace,minibude,base,29,6.89777,29
grace,minibude,base,30,6.700810000000001,30
grace,minibude,base,31,6.49326,31
grace,minibude,base,32,6.22248,32
grace,minibude,base,33,6.106890000000001,33
grace,minibude,base,34,5.92393,34
grace,minibude,base,35,5.740600000000001,35
grace,minibude,base,36,5.54781,36
grace,minibude,base,37,5.4442,37
grace,minibude,base,38,5.26112,38
grace,minibude,base,39,5.16293,39
grace,minibude,base,40,5.05523,40
grace,minibude,base,41,4.87369,41
grace,minibude,base,42,4.7752,42
grace,minibude,base,43,4.67733,43
grace,minibude,base,44,4.582050000000001,44
grace,minibude,base,45,4.4858199999999995,45
grace,minibude,base,46,4.389220000000001,46
grace,minibude,base,47,4.293520000000001,47
grace,minibude,base,48,4.19398,48
grace,minibude,base,49,4.096760000000001,49
grace,minibude,base,50,4.00465,50
grace,minibude,base,51,3.99223,51
grace,minibude,base,52,3.91106,52
grace,minibude,base,53,3.81735,53
grace,minibude,base,54,3.72417,54
grace,minibude,base,55,3.71341,55
grace,minibude,base,56,3.62519,56
grace,minibude,base,57,3.53169,57
grace,minibude,base,58,3.5333200000000002,58
grace,minibude,base,59,3.43596,59
grace,minibude,base,60,3.42812,60
grace,minibude,base,61,3.33942,61
grace,minibude,base,62,3.3027100000000003,62
grace,minibude,base,63,3.2405100000000004,63
grace,minibude,base,64,3.14493,64
grace,minibude,base,65,3.14418,65
grace,minibude,base,66,3.11134,66
grace,minibude,base,67,3.0490700000000004,67
grace,minibude,base,68,3.04489,68
grace,minibude,base,69,2.9488200000000004,69
grace,minibude,base,70,2.95187,70
grace,minibude,base,71,2.85404,71
grace,minibude,base,72,2.8529299999999997,72
grace,tealeaf,base,1,210.491,1
grace,tealeaf,base,2,107.042,2
grace,tealeaf,base,3,73.232,3
grace,tealeaf,base,4,56.558,4
grace,tealeaf,base,5,46.713,5
grace,tealeaf,base,6,40.038,6
grace,tealeaf,base,7,35.313,7
grace,tealeaf,base,8,31.94,8
grace,tealeaf,base,9,29.144,9
grace,tealeaf,base,10,26.913,10
grace,tealeaf,base,11,25.375,11
grace,tealeaf,base,12,23.876,12
grace,tealeaf,base,13,23.209,13
grace,tealeaf,base,14,22.045,14
grace,tealeaf,base,15,21.411,15
grace,tealeaf,base,16,20.768,16
grace,tealeaf,base,17,20.116,17
grace,tealeaf,base,18,19.739,18
grace,tealeaf,base,19,19.121,19
grace,tealeaf,base,20,18.783,20
grace,tealeaf,base,21,18.188,21
grace,tealeaf,base,22,17.916,22
grace,tealeaf,base,23,17.526,23
grace,tealeaf,base,24,17.428,24
grace,tealeaf,base,25,17.037,25
grace,tealeaf,base,26,17.063,26
grace,tealeaf,base,27,16.46,27
grace,tealeaf,base,28,16.63,28
grace,tealeaf,base,29,15.903,29
grace,tealeaf,base,30,15.808,30
grace,tealeaf,base,31,15.626,31
grace,tealeaf,base,32,15.301,32
grace,tealeaf,base,33,15.286,33
grace,tealeaf,base,34,15.312,34
grace,tealeaf,base,35,15.103,35
grace,tealeaf,base,36,15.092,36
grace,tealeaf,base,37,14.688,37
grace,tealeaf,base,38,14.462,38
grace,tealeaf,base,39,14.252,39
grace,tealeaf,base,40,14.332,40
grace,tealeaf,base,41,14.32,41
grace,tealeaf,base,42,13.961,42
grace,tealeaf,base,43,14.058,43
grace,tealeaf,base,44,13.931,44
grace,tealeaf,base,45,13.68,45
grace,tealeaf,base,46,13.502,46
grace,tealeaf,base,47,13.225,47
grace,tealeaf,base,48,13.281,48
grace,tealeaf,base,49,12.874,49
grace,tealeaf,base,50,12.929,50
grace,tealeaf,base,51,12.501,51
grace,tealeaf,base,52,12.492,52
grace,tealeaf,base,53,12.215,53
grace,tealeaf,base,54,12.213,54
grace,tealeaf,base,55,12.011,55
grace,tealeaf,base,56,11.888,56
grace,tealeaf,base,57,11.689,57
grace,tealeaf,base,58,11.696,58
grace,tealeaf,base,59,11.411,59
grace,tealeaf,base,60,11.632,60
grace,tealeaf,base,61,11.047,61
grace,tealeaf,base,62,11.075,62
grace,tealeaf,base,63,10.777,63
grace,tealeaf,base,64,10.766,64
grace,tealeaf,base,65,10.613,65
grace,tealeaf,base,66,10.225,66
grace,tealeaf,base,67,10.445,67
grace,tealeaf,base,68,10.094,68
grace,tealeaf,base,69,10.236,69
grace,tealeaf,base,70,9.962,70
grace,tealeaf,base,71,9.635,71
grace,tealeaf,base,72,9.804,72
grace,neutral,base,1,135.712701953,1
grace,neutral,base,2,68.323084768,2
grace,neutral,base,3,45.667746228,3
grace,neutral,base,4,34.247780516,4
grace,neutral,base,5,27.148056047,5
grace,neutral,base,6,22.959484332,6
grace,neutral,base,7,19.628978044,7
grace,neutral,base,8,17.555141841,8
grace,neutral,base,9,15.64961212,9
grace,neutral,base,10,14.160521117,10
grace,neutral,base,11,12.929156557,11
grace,neutral,base,12,11.858493997,12
grace,neutral,base,13,11.059859003,13
grace,neutral,base,14,10.229279827,14
grace,neutral,base,15,9.556797746,15
grace,neutral,base,16,9.198127149,16
grace,neutral,base,17,8.609860659,17
grace,neutral,base,18,8.291813955,18
grace,neutral,base,19,7.886724427,19
grace,neutral,base,20,7.464845251,20
grace,neutral,base,21,7.095979601,21
grace,neutral,base,22,6.86592414,22
grace,neutral,base,23,6.690286895,23
grace,neutral,base,24,6.352248089,24
grace,neutral,base,25,6.134818573,25
grace,neutral,base,26,5.925508531,26
grace,neutral,base,27,5.784486771,27
grace,neutral,base,28,5.644102845,28
grace,neutral,base,29,5.388504298,29
grace,neutral,base,30,5.274543652,30
grace,neutral,base,31,5.076887877,31
grace,neutral,base,32,4.990459079,32
grace,neutral,base,33,4.848627715,33
grace,neutral,base,34,4.734923891,34
grace,neutral,base,35,4.622028616,35
grace,neutral,base,36,4.526899854,36
grace,neutral,base,37,4.425142256,37
grace,neutral,base,38,4.414838375,38
grace,neutral,base,39,4.25664234,39
grace,neutral,base,40,4.265211174,40
grace,neutral,base,41,4.107498451,41
grace,neutral,base,42,4.034541332,42
grace,neutral,base,43,4.019692099,43
grace,neutral,base,44,3.900474251,44
grace,neutral,base,45,3.935936013,45
grace,neutral,base,46,3.794645494,46
grace,neutral,base,47,3.740491108,47
grace,neutral,base,48,3.691640961,48
grace,neutral,base,49,3.629316256,49
grace,neutral,base,50,3.693298699,50
grace,neutral,base,51,3.538323964,51
grace,neutral,base,52,3.502616162,52
grace,neutral,base,53,3.532638809,53
grace,neutral,base,54,3.419404442,54
grace,neutral,base,55,3.386536834,55
grace,neutral,base,56,3.411638748,56
grace,neutral,base,57,3.280609615,57
grace,neutral,base,58,3.267489829,58
grace,neutral,base,59,3.364656476,59
grace,neutral,base,60,3.210317848,60
grace,neutral,base,61,3.260009086,61
grace,neutral,base,62,3.141964544,62
grace,neutral,base,63,3.110892972,63
grace,neutral,base,64,3.172170224,64
grace,neutral,base,65,3.054034933,65
grace,neutral,base,66,3.039373086,66
grace,neutral,base,67,3.006721119,67
grace,neutral,base,68,2.971929127,68
grace,neutral,base,69,2.954399537,69
grace,neutral,base,70,2.919094858,70
grace,neutral,base,71,2.982674689,71
grace,neutral,base,72,2.870265478,72
vera,cloverleaf,base,1,107.02878785133362,1
vera,cloverleaf,base,2,53.859501123428345,2
vera,cloverleaf,base,3,35.636059045791626,3
vera,cloverleaf,base,4,27.349483966827396,4
vera,cloverleaf,base,5,22.202677965164185,5
vera,cloverleaf,base,6,18.11487293243408,6
vera,cloverleaf,base,7,15.639014959335327,7
vera,cloverleaf,base,8,14.596781969070436,8
vera,cloverleaf,base,9,13.28646993637085,9
vera,cloverleaf,base,10,12.158432960510254,10
vera,cloverleaf,base,11,11.186756134033203,11
vera,cloverleaf,base,12,10.572692155838013,12
vera,cloverleaf,base,13,9.665294885635376,13
vera,cloverleaf,base,14,9.061115980148317,14
vera,cloverleaf,base,15,8.553472995758057,15
vera,cloverleaf,base,16,8.188745021820067,16
vera,cloverleaf,base,17,7.711228132247923,17
vera,cloverleaf,base,18,7.401023149490356,18
vera,cloverleaf,base,19,6.9819438457489005,19
vera,cloverleaf,base,20,6.637058973312378,20
vera,cloverleaf,base,21,6.864610910415649,21
vera,cloverleaf,base,22,6.271132946014404,22
vera,cloverleaf,base,23,6.1655778884887695,23
vera,cloverleaf,base,24,5.877258062362671,24
vera,cloverleaf,base,25,5.883648872375488,25
vera,cloverleaf,base,26,5.644181966781616,26
vera,cloverleaf,base,27,5.6804680824279785,27
vera,cloverleaf,base,28,5.456115961074829,28
vera,cloverleaf,base,29,5.495929002761841,29
vera,cloverleaf,base,30,5.4041831493377686,30
vera,cloverleaf,base,31,5.069571971893311,31
vera,cloverleaf,base,32,5.067285060882568,32
vera,cloverleaf,base,33,5.034494161605835,33
vera,cloverleaf,base,34,4.977493047714233,34
vera,cloverleaf,base,35,4.790822982788086,35
vera,cloverleaf,base,36,4.748991012573241,36
vera,cloverleaf,base,37,4.745718002319336,37
vera,cloverleaf,base,38,4.680073976516724,38
vera,cloverleaf,base,39,4.632081985473633,39
vera,cloverleaf,base,40,4.5643699169158936,40
vera,cloverleaf,base,41,4.52004599571228,41
vera,cloverleaf,base,42,4.5254669189453125,42
vera,cloverleaf,base,43,4.483871936798096,43
vera,cloverleaf,base,44,4.56212592124939,44
vera,cloverleaf,base,45,4.412351131439209,45
vera,cloverleaf,base,46,4.386398077011108,46
vera,cloverleaf,base,47,4.42049503326416,47
vera,cloverleaf,base,48,4.460240125656128,48
vera,cloverleaf,base,49,4.405791997909546,49
vera,cloverleaf,base,50,4.278818130493164,50
vera,cloverleaf,base,51,4.3349449634552,51
vera,cloverleaf,base,52,4.219740152359009,52
vera,cloverleaf,base,53,4.228422164916992,53
vera,cloverleaf,base,54,4.25914192199707,54
vera,cloverleaf,base,55,4.183994054794312,55
vera,cloverleaf,base,56,4.174510002136231,56
vera,cloverleaf,base,57,4.17281699180603,57
vera,cloverleaf,base,58,4.250854015350342,58
vera,cloverleaf,base,59,4.143776893615723,59
vera,cloverleaf,base,60,4.16182804107666,60
vera,cloverleaf,base,61,4.136616945266724,61
vera,cloverleaf,base,62,4.12677788734436,62
vera,cloverleaf,base,63,4.210516929626465,63
vera,cloverleaf,base,64,4.10689902305603,64
vera,cloverleaf,base,65,4.12834906578064,65
vera,cloverleaf,base,66,4.129503011703491,66
vera,cloverleaf,base,67,4.1161391735076895,67
vera,cloverleaf,base,68,4.0615460872650155,68
vera,cloverleaf,base,69,4.103996992111206,69
vera,cloverleaf,base,70,4.084735870361328,70
vera,cloverleaf,base,71,4.071935176849365,71
vera,cloverleaf,base,72,4.106678009033203,72
vera,cloverleaf,base,73,4.064850091934204,73
vera,cloverleaf,base,74,4.095314025878905,74
vera,cloverleaf,base,75,4.076391935348512,75
vera,cloverleaf,base,76,4.037654876708984,76
vera,cloverleaf,base,77,4.059546947479248,77
vera,cloverleaf,base,78,4.069655895233153,78
vera,cloverleaf,base,79,4.166024923324585,79
vera,cloverleaf,base,80,4.028470993041992,80
vera,cloverleaf,base,81,4.014955043792725,81
vera,cloverleaf,base,82,4.043269872665404,82
vera,cloverleaf,base,83,4.08229398727417,83
vera,cloverleaf,base,84,4.039797067642212,84
vera,cloverleaf,base,85,4.087005853652953,85
vera,cloverleaf,base,86,4.031592130661011,86
vera,cloverleaf,base,87,4.046691179275513,87
vera,cloverleaf,base,88,4.079891920089722,88
vera,cloverleaf,smt,1,115.40360689163208,2
vera,cloverleaf,smt,2,58.232918977737434,4
vera,cloverleaf,smt,3,39.06400489807129,6
vera,cloverleaf,smt,4,29.3145968914032,8
vera,cloverleaf,smt,5,23.52728486061096,10
vera,cloverleaf,smt,6,19.88276696205139,12
vera,cloverleaf,smt,7,17.150271892547607,14
vera,cloverleaf,smt,8,15.612547874450684,16
vera,cloverleaf,smt,9,13.937834978103638,18
vera,cloverleaf,smt,10,12.75019097328186,20
vera,cloverleaf,smt,11,11.693987846374512,22
vera,cloverleaf,smt,12,11.021433115005491,24
vera,cloverleaf,smt,13,10.354017019271852,26
vera,cloverleaf,smt,14,9.512279033660889,28
vera,cloverleaf,smt,15,9.015695095062258,30
vera,cloverleaf,smt,16,8.503706932067871,32
vera,cloverleaf,smt,17,7.945011854171754,34
vera,cloverleaf,smt,18,7.590874910354614,36
vera,cloverleaf,smt,19,7.235780954360963,38
vera,cloverleaf,smt,20,6.922899961471558,40
vera,cloverleaf,smt,21,6.692317008972168,42
vera,cloverleaf,smt,22,6.6338279247283936,44
vera,cloverleaf,smt,23,6.207991123199463,46
vera,cloverleaf,smt,24,6.039231061935425,48
vera,cloverleaf,smt,25,5.871393918991089,50
vera,cloverleaf,smt,26,5.8345489501953125,52
vera,cloverleaf,smt,27,5.841617822647096,54
vera,cloverleaf,smt,28,5.588697910308838,56
vera,cloverleaf,smt,29,5.534222841262817,58
vera,cloverleaf,smt,30,5.276188135147096,60
vera,cloverleaf,smt,31,5.2932608127594,62
vera,cloverleaf,smt,32,5.186897039413452,64
vera,cloverleaf,smt,33,5.1829020977020255,66
vera,cloverleaf,smt,34,4.981834888458252,68
vera,cloverleaf,smt,35,4.997189998626709,70
vera,cloverleaf,smt,36,5.1586010456085205,72
vera,cloverleaf,smt,37,4.808785915374756,74
vera,cloverleaf,smt,38,4.889961957931519,76
vera,cloverleaf,smt,39,4.7320191860198975,78
vera,cloverleaf,smt,40,4.722661018371582,80
vera,cloverleaf,smt,41,4.646514892578125,82
vera,cloverleaf,smt,42,4.6771459579467765,84
vera,cloverleaf,smt,43,4.60474705696106,86
vera,cloverleaf,smt,44,4.517544984817505,88
vera,cloverleaf,smt,45,4.56303596496582,90
vera,cloverleaf,smt,46,4.585606813430785,92
vera,cloverleaf,smt,47,4.65633988380432,94
vera,cloverleaf,smt,48,4.493453025817871,96
vera,cloverleaf,smt,49,4.483381986618042,98
vera,cloverleaf,smt,50,4.491351127624512,100
vera,cloverleaf,smt,51,4.4809439182281485,102
vera,cloverleaf,smt,52,4.42549204826355,104
vera,cloverleaf,smt,53,4.4285728931427,106
vera,cloverleaf,smt,54,4.450857877731323,108
vera,cloverleaf,smt,55,4.489793062210083,110
vera,cloverleaf,smt,56,4.374454975128174,112
vera,cloverleaf,smt,57,4.44212007522583,114
vera,cloverleaf,smt,58,4.4252660274505615,116
vera,cloverleaf,smt,59,4.397207975387573,118
vera,cloverleaf,smt,60,4.446712970733643,120
vera,cloverleaf,smt,61,4.371312141418457,122
vera,cloverleaf,smt,62,4.3155059814453125,124
vera,cloverleaf,smt,63,4.37779688835144,126
vera,cloverleaf,smt,64,4.321470022201537,128
vera,cloverleaf,smt,65,4.3834660053253165,130
vera,cloverleaf,smt,66,4.35049295425415,132
vera,cloverleaf,smt,67,4.360530138015747,134
vera,cloverleaf,smt,68,4.363736867904663,136
vera,cloverleaf,smt,69,4.358747005462647,138
vera,cloverleaf,smt,70,4.369776010513306,140
vera,cloverleaf,smt,71,4.415016889572144,142
vera,cloverleaf,smt,72,4.346638917922974,144
vera,cloverleaf,smt,73,4.3628129959106445,146
vera,cloverleaf,smt,74,4.309449911117554,148
vera,cloverleaf,smt,75,4.341714859008789,150
vera,cloverleaf,smt,76,4.468279838562012,152
vera,cloverleaf,smt,77,4.301664113998413,154
vera,cloverleaf,smt,78,4.33419394493103,156
vera,cloverleaf,smt,79,4.322516918182373,158
vera,cloverleaf,smt,80,4.345036029815674,160
vera,cloverleaf,smt,81,4.33553409576416,162
vera,cloverleaf,smt,82,4.323580026626586,164
vera,cloverleaf,smt,83,4.421753168106079,166
vera,cloverleaf,smt,84,4.4417219161987305,168
vera,cloverleaf,smt,85,4.3356029987335205,170
vera,cloverleaf,smt,86,4.341067075729369,172
vera,cloverleaf,smt,87,4.435983180999756,174
vera,cloverleaf,smt,88,4.4343578815460205,176
vera,minibude,base,1,113.68272999999999,1
vera,minibude,base,2,56.9187,2
vera,minibude,base,3,37.989599999999996,3
vera,minibude,base,4,28.454610000000002,4
vera,minibude,base,5,22.786080000000002,5
vera,minibude,base,6,19.00297,6
vera,minibude,base,7,16.29193,7
vera,minibude,base,8,14.24459,8
vera,minibude,base,9,12.702280000000002,9
vera,minibude,base,10,11.417959999999999,10
vera,minibude,base,11,10.428709999999999,11
vera,minibude,base,12,9.53417,12
vera,minibude,base,13,8.81138,13
vera,minibude,base,14,8.19521,14
vera,minibude,base,15,7.6403300000000005,15
vera,minibude,base,16,7.139310000000001,16
vera,minibude,base,17,6.75024,17
vera,minibude,base,18,6.3608199999999995,18
vera,minibude,base,19,6.02667,19
vera,minibude,base,20,5.7521700000000004,20
vera,minibude,base,21,5.48034,21
vera,minibude,base,22,5.25488,22
vera,minibude,base,23,5.0271300000000005,23
vera,minibude,base,24,4.80483,24
vera,minibude,base,25,4.58542,25
vera,minibude,base,26,4.41685,26
vera,minibude,base,27,4.25099,27
vera,minibude,base,28,4.1317200000000005,28
vera,minibude,base,29,3.99135,29
vera,minibude,base,30,3.85189,30
vera,minibude,base,31,3.7407399999999997,31
vera,minibude,base,32,3.58545,32
vera,minibude,base,33,3.5188800000000002,33
vera,minibude,base,34,3.40517,34
vera,minibude,base,35,3.30059,35
vera,minibude,base,36,3.19169,36
vera,minibude,base,37,3.1357399999999997,37
vera,minibude,base,38,3.0249699999999997,38
vera,minibude,base,39,2.96839,39
vera,minibude,base,40,2.9039,40
vera,minibude,base,41,2.80579,41
vera,minibude,base,42,2.74639,42
vera,minibude,base,43,2.6912399999999996,43
vera,minibude,base,44,2.6345300000000003,44
vera,minibude,base,45,2.5782800000000003,45
vera,minibude,base,46,2.52313,46
vera,minibude,base,47,2.46936,47
vera,minibude,base,48,2.41615,48
vera,minibude,base,49,2.3655500000000003,49
vera,minibude,base,50,2.3104899999999997,50
vera,minibude,base,51,2.29794,51
vera,minibude,base,52,2.2502,52
vera,minibude,base,53,2.19454,53
vera,minibude,base,54,2.14025,54
vera,minibude,base,55,2.13377,55
vera,minibude,base,56,2.21164,56
vera,minibude,base,57,2.0359000000000003,57
vera,minibude,base,58,2.02448,58
vera,minibude,base,59,1.98198,59
vera,minibude,base,60,1.96698,60
vera,minibude,base,61,1.92227,61
vera,minibude,base,62,1.91451,62
vera,minibude,base,63,1.86032,63
vera,minibude,base,64,1.8300400000000001,64
vera,minibude,base,65,1.8062200000000002,65
vera,minibude,base,66,1.8039200000000002,66
vera,minibude,base,67,1.74884,67
vera,minibude,base,68,1.74797,68
vera,minibude,base,69,1.69541,69
vera,minibude,base,70,1.69528,70
vera,minibude,base,71,1.64521,71
vera,minibude,base,72,1.64706,72
vera,minibude,base,73,1.6452,73
vera,minibude,base,74,1.5991700000000002,74
vera,minibude,base,75,1.59676,75
vera,minibude,base,76,1.54656,76
vera,minibude,base,77,1.55035,77
vera,minibude,base,78,1.5459100000000001,78
vera,minibude,base,79,1.49522,79
vera,minibude,base,80,1.497,80
vera,minibude,base,81,1.49594,81
vera,minibude,base,82,1.44681,82
vera,minibude,base,83,1.4469800000000002,83
vera,minibude,base,84,1.44645,84
vera,minibude,base,85,1.44425,85
vera,minibude,base,86,1.39848,86
vera,minibude,base,87,1.39905,87
vera,minibude,base,88,1.39714,88
vera,minibude,smt,1,109.71243,2
vera,minibude,smt,2,54.920339999999996,4
vera,minibude,smt,3,36.702,6
vera,minibude,smt,4,27.46366,8
vera,minibude,smt,5,21.993090000000002,10
vera,minibude,smt,6,18.34036,12
vera,minibude,smt,7,15.77975,14
vera,minibude,smt,8,13.74806,16
vera,minibude,smt,9,12.25393,18
vera,minibude,smt,10,11.07958,20
vera,minibude,smt,11,10.113520000000001,22
vera,minibude,smt,12,9.25601,24
vera,minibude,smt,13,8.503549999999999,26
vera,minibude,smt,14,7.96728,28
vera,minibude,smt,15,7.430890000000001,30
vera,minibude,smt,16,6.89287,32
vera,minibude,smt,17,6.57195,34
vera,minibude,smt,18,6.14267,36
vera,minibude,smt,19,5.82236,38
vera,minibude,smt,20,5.60666,40
vera,minibude,smt,21,5.2877,42
vera,minibude,smt,22,5.07557,44
vera,minibude,smt,23,4.873340000000001,46
vera,minibude,smt,24,4.65271,48
vera,minibude,smt,25,4.44462,50
vera,minibude,smt,26,4.32204,52
vera,minibude,smt,27,4.1071800000000005,54
vera,minibude,smt,28,3.99499,56
vera,minibude,smt,29,3.8977,58
vera,minibude,smt,30,3.7749,60
vera,minibude,smt,31,3.66482,62
vera,minibude,smt,32,3.4600500000000003,64
vera,minibude,smt,33,3.44845,66
vera,minibude,smt,34,3.34583,68
vera,minibude,smt,35,3.23731,70
vera,minibude,smt,36,3.13752,72
vera,minibude,smt,37,3.03327,74
vera,minibude,smt,38,2.9231,76
vera,minibude,smt,39,2.92422,78
vera,minibude,smt,40,2.81495,80
vera,minibude,smt,41,2.70688,82
vera,minibude,smt,42,2.7092,84
vera,minibude,smt,43,2.6035700000000004,86
vera,minibude,smt,44,2.59939,88
vera,minibude,smt,45,2.5023400000000002,90
vera,minibude,smt,46,2.49348,92
vera,minibude,smt,47,2.39274,94
vera,minibude,smt,48,2.38708,96
vera,minibude,smt,49,2.28464,98
vera,minibude,smt,50,2.27937,100
vera,minibude,smt,51,2.27345,102
vera,minibude,smt,52,2.17462,104
vera,minibude,smt,53,2.1724,106
vera,minibude,smt,54,2.0676,108
vera,minibude,smt,55,2.06755,110
vera,minibude,smt,56,2.06833,112
vera,minibude,smt,57,1.9641700000000002,114
vera,minibude,smt,58,1.95916,116
vera,minibude,smt,59,1.95951,118
vera,minibude,smt,60,1.96149,120
vera,minibude,smt,61,1.8538299999999999,122
vera,minibude,smt,62,1.8543,124
vera,minibude,smt,63,1.85376,126
vera,minibude,smt,64,1.74508,128
vera,minibude,smt,65,1.74583,130
vera,minibude,smt,66,1.74668,132
vera,minibude,smt,67,1.7491700000000001,134
vera,minibude,smt,68,1.7487000000000001,136
vera,minibude,smt,69,1.64112,138
vera,minibude,smt,70,1.64379,140
vera,minibude,smt,71,1.64731,142
vera,minibude,smt,72,1.64891,144
vera,minibude,smt,73,1.65109,146
vera,minibude,smt,74,1.54648,148
vera,minibude,smt,75,1.56664,150
vera,minibude,smt,76,1.55177,152
vera,minibude,smt,77,1.55057,154
vera,minibude,smt,78,1.54897,156
vera,minibude,smt,79,1.4484100000000002,158
vera,minibude,smt,80,1.45083,160
vera,minibude,smt,81,1.45269,162
vera,minibude,smt,82,1.45344,164
vera,minibude,smt,83,1.45525,166
vera,minibude,smt,84,1.45568,168
vera,minibude,smt,85,1.45578,170
vera,minibude,smt,86,1.35443,172
vera,minibude,smt,87,1.3561400000000001,174
vera,minibude,smt,88,1.35953,176
vera,tealeaf,base,1,138.658,1
vera,tealeaf,base,2,69.351,2
vera,tealeaf,base,3,47.689,3
vera,tealeaf,base,4,36.358,4
vera,tealeaf,base,5,30.907,5
vera,tealeaf,base,6,24.66,6
vera,tealeaf,base,7,21.563,7
vera,tealeaf,base,8,18.602,8
vera,tealeaf,base,9,16.72,9
vera,tealeaf,base,10,15.39,10
vera,tealeaf,base,11,14.046,11
vera,tealeaf,base,12,14.27,12
vera,tealeaf,base,13,11.938,13
vera,tealeaf,base,14,11.262,14
vera,tealeaf,base,15,10.653,15
vera,tealeaf,base,16,10.277,16
vera,tealeaf,base,17,9.569,17
vera,tealeaf,base,18,9.112,18
vera,tealeaf,base,19,8.685,19
