arch,nas_class,variant,kernel,cores,threads,mops,runtime_s
gnr,B,base,IS,26,26,7660.81,0.04
gnr,B,base,IS,27,27,7819.45,0.04
gnr,B,base,IS,28,28,8034.32,0.04
gnr,B,base,IS,29,29,8238.97,0.04
gnr,B,base,IS,30,30,8448.05,0.04
gnr,B,base,IS,31,31,8806.92,0.04
gnr,B,base,IS,32,32,9165.75,0.04
gnr,B,base,IS,33,33,9610.99,0.03
gnr,B,base,IS,34,34,10051.21,0.03
gnr,B,base,IS,35,35,10358.13,0.03
gnr,B,base,IS,36,36,10781.48,0.03
gnr,B,base,IS,37,37,11241.01,0.03
gnr,B,base,IS,38,38,11714.46,0.03
gnr,B,base,IS,39,39,12275.97,0.03
gnr,B,base,IS,40,40,12975.93,0.03
gnr,B,base,IS,41,41,13189.18,0.03
gnr,B,base,IS,42,42,13540.32,0.02
gnr,B,base,IS,43,43,14010.93,0.02
gnr,B,base,IS,44,44,14290.76,0.02
gnr,B,base,IS,45,45,14895.01,0.02
gnr,B,base,IS,46,46,15270.18,0.02
gnr,B,base,IS,47,47,15960.42,0.02
gnr,B,base,IS,48,48,16287.9,0.02
gnr,B,base,IS,49,49,16444.53,0.02
gnr,B,base,IS,50,50,17080.04,0.02
gnr,B,base,IS,51,51,17386.8,0.02
gnr,B,base,IS,52,52,17668.59,0.02
gnr,B,base,IS,53,53,18262.27,0.02
gnr,B,base,IS,54,54,18530.58,0.02
gnr,B,base,IS,55,55,18748.69,0.02
gnr,B,base,IS,56,56,18876.13,0.02
gnr,B,base,IS,57,57,18631.5,0.02
gnr,B,base,IS,58,58,18882.94,0.02
gnr,B,base,IS,59,59,19111.09,0.02
gnr,B,base,IS,60,60,19607.11,0.02
gnr,B,base,IS,61,61,19879.18,0.02
gnr,B,base,IS,62,62,19738.71,0.02
gnr,B,base,IS,63,63,19780.93,0.02
gnr,B,base,IS,64,64,20178.64,0.02
gnr,B,base,IS,65,65,17399.69,0.02
gnr,B,base,IS,66,66,18507.31,0.02
gnr,B,base,IS,67,67,18519.8,0.02
gnr,B,base,IS,68,68,19326.73,0.02
gnr,B,base,IS,69,69,19298.97,0.02
gnr,B,base,IS,70,70,19426.01,0.02
gnr,B,base,IS,71,71,19650.02,0.02
gnr,B,base,IS,72,72,19989.19,0.02
gnr,B,base,IS,73,73,19627.78,0.02
gnr,B,base,IS,74,74,20400.21,0.02
gnr,B,base,IS,75,75,20131.87,0.02
gnr,B,base,IS,76,76,20319.62,0.02
gnr,B,base,IS,77,77,20625.73,0.02
gnr,B,base,IS,78,78,20644.66,0.02
gnr,B,base,IS,79,79,20751.53,0.02
gnr,B,base,IS,80,80,20694.35,0.02
gnr,B,base,IS,81,81,20639.82,0.02
gnr,B,base,IS,82,82,21317.39,0.02
gnr,B,base,IS,83,83,21006.38,0.02
gnr,B,base,IS,84,84,21017.97,0.02
gnr,B,base,IS,85,85,21329.8,0.02
gnr,B,base,IS,86,86,21443.23,0.02
gnr,B,base,IS,87,87,21370.03,0.02
gnr,B,base,IS,88,88,21769.34,0.02
gnr,B,base,IS,89,89,21683.73,0.02
gnr,B,base,IS,90,90,21642.98,0.02
gnr,B,base,IS,91,91,21561.33,0.02
gnr,B,base,IS,92,92,22078.43,0.02
gnr,B,base,IS,93,93,22336.84,0.02
gnr,B,base,IS,94,94,21988.34,0.02
gnr,B,base,IS,95,95,21933.74,0.02
gnr,B,base,IS,96,96,21310.64,0.02
gnr,B,smt,BT,1,2,10983.42,63.93
gnr,B,smt,BT,2,4,21950.95,31.99
gnr,B,smt,BT,3,6,32549.22,21.57
gnr,B,smt,BT,4,8,42313.5,16.59
gnr,B,smt,BT,5,10,52556.1,13.36
gnr,B,smt,BT,6,12,63319.21,11.09
gnr,B,smt,BT,7,14,73053.91,9.61
gnr,B,smt,BT,8,16,82644.7,8.5
gnr,B,smt,BT,9,18,93151.84,7.54
gnr,B,smt,BT,10,20,101719.04,6.9
gnr,B,smt,BT,11,22,112148.16,6.26
gnr,B,smt,BT,12,24,123708.84,5.68
gnr,B,smt,BT,13,26,132176.51,5.31
gnr,B,smt,BT,14,28,142636.0,4.92
gnr,B,smt,BT,15,30,150925.8,4.65
gnr,B,smt,BT,16,32,163026.03,4.31
gnr,B,smt,BT,17,34,171088.59,4.1
gnr,B,smt,BT,18,36,179971.32,3.9
gnr,B,smt,BT,19,38,186292.48,3.77
gnr,B,smt,BT,20,40,194721.25,3.61
gnr,B,smt,BT,21,42,205648.4,3.41
gnr,B,smt,BT,22,44,213357.11,3.29
gnr,B,smt,BT,23,46,224323.35,3.13
gnr,B,smt,BT,24,48,232777.26,3.02
gnr,B,smt,BT,25,50,242290.54,2.9
gnr,B,smt,BT,26,52,252685.0,2.78
gnr,B,smt,BT,27,54,260058.41,2.7
gnr,B,smt,BT,28,56,269668.4,2.6
gnr,B,smt,BT,29,58,281057.98,2.5
gnr,B,smt,BT,30,60,288606.85,2.43
gnr,B,smt,BT,31,62,297686.21,2.36
gnr,B,smt,BT,32,64,272722.67,2.57
gnr,B,smt,BT,33,66,313811.47,2.24
gnr,B,smt,BT,34,68,320973.67,2.19
gnr,B,smt,BT,35,70,331816.22,2.12
gnr,B,smt,BT,36,72,339296.59,2.07
gnr,B,smt,BT,37,74,346825.73,2.02
gnr,B,smt,BT,38,76,358261.49,1.96
gnr,B,smt,BT,39,78,369269.02,1.9
gnr,B,smt,BT,40,80,379434.08,1.85
gnr,B,smt,BT,41,82,389216.29,1.8
gnr,B,smt,BT,42,84,398170.45,1.76
gnr,B,smt,BT,43,86,405440.96,1.73
gnr,B,smt,BT,44,88,409689.91,1.71
gnr,B,smt,BT,45,90,421170.05,1.67
gnr,B,smt,BT,46,92,425943.43,1.65
gnr,B,smt,BT,47,94,433474.53,1.62
gnr,B,smt,BT,48,96,436528.45,1.61
gnr,B,smt,BT,49,98,384254.26,1.83
gnr,B,smt,BT,50,100,413503.55,1.7
gnr,B,smt,BT,51,102,449528.02,1.56
gnr,B,smt,BT,52,104,469883.05,1.49
gnr,B,smt,BT,53,106,479048.54,1.47
gnr,B,smt,BT,54,108,489454.72,1.43
gnr,B,smt,BT,55,110,498916.58,1.41
gnr,B,smt,BT,56,112,507302.62,1.38
gnr,B,smt,BT,57,114,513706.19,1.37
gnr,B,smt,BT,58,116,519436.67,1.35
gnr,B,smt,BT,59,118,527392.53,1.33
gnr,B,smt,BT,60,120,532177.82,1.32
gnr,B,smt,BT,61,122,540369.67,1.3
gnr,B,smt,BT,62,124,540560.73,1.3
gnr,B,smt,BT,63,126,549112.79,1.28
gnr,B,smt,BT,64,128,558138.79,1.26
gnr,B,smt,BT,65,130,563194.3,1.25
gnr,B,smt,BT,66,132,445338.54,1.58
gnr,B,smt,BT,67,134,445334.87,1.58
gnr,B,smt,BT,68,136,575054.81,1.22
gnr,B,smt,BT,69,138,575837.63,1.22
gnr,B,smt,BT,70,140,580370.36,1.21
gnr,B,smt,BT,71,142,456652.58,1.54
gnr,B,smt,BT,72,144,589293.05,1.19
gnr,B,smt,BT,73,146,593687.74,1.18
gnr,B,smt,BT,74,148,597961.0,1.17
gnr,B,smt,BT,75,150,601456.91,1.17
gnr,B,smt,BT,76,152,612795.51,1.15
gnr,B,smt,BT,77,154,622123.74,1.13
gnr,B,smt,BT,78,156,623967.08,1.13
gnr,B,smt,BT,79,158,626944.24,1.12
gnr,B,smt,BT,80,160,630328.48,1.11
gnr,B,smt,BT,81,162,636335.14,1.1
gnr,B,smt,BT,82,164,641226.32,1.1
gnr,B,smt,BT,83,166,632837.94,1.11
gnr,B,smt,BT,84,168,639731.14,1.1
gnr,B,smt,BT,85,170,644600.82,1.09
gnr,B,smt,BT,86,172,583446.25,1.2
gnr,B,smt,BT,87,174,647508.57,1.08
gnr,B,smt,BT,88,176,649670.85,1.08
gnr,B,smt,BT,89,178,653418.64,1.07
gnr,B,smt,BT,90,180,659010.67,1.07
gnr,B,smt,BT,91,182,667632.29,1.05
gnr,B,smt,BT,92,184,664139.93,1.06
gnr,B,smt,BT,93,186,669142.01,1.05
gnr,B,smt,BT,94,188,671186.47,1.05
gnr,B,smt,BT,95,190,673810.75,1.04
gnr,B,smt,BT,96,192,671233.39,1.05
gnr,B,smt,CG,1,2,3216.43,17.01
gnr,B,smt,CG,2,4,6215.59,8.8
gnr,B,smt,CG,3,6,9414.21,5.81
gnr,B,smt,CG,4,8,12451.9,4.39
gnr,B,smt,CG,5,10,15542.24,3.52
gnr,B,smt,CG,6,12,18511.36,2.96
gnr,B,smt,CG,7,14,21489.55,2.55
gnr,B,smt,CG,8,16,24249.81,2.26
gnr,B,smt,CG,9,18,27253.0,2.01
gnr,B,smt,CG,10,20,30137.62,1.82
gnr,B,smt,CG,11,22,32626.32,1.68
gnr,B,smt,CG,12,24,35537.14,1.54
gnr,B,smt,CG,13,26,38055.85,1.44
gnr,B,smt,CG,14,28,40601.88,1.35
gnr,B,smt,CG,15,30,43232.38,1.27
gnr,B,smt,CG,16,32,45013.57,1.22
gnr,B,smt,CG,17,34,41476.19,1.32
gnr,B,smt,CG,18,36,32226.64,1.7
gnr,B,smt,CG,19,38,34261.15,1.6
gnr,B,smt,CG,20,40,36032.08,1.52
gnr,B,smt,CG,21,42,41690.81,1.31
gnr,B,smt,CG,22,44,42806.1,1.28
gnr,B,smt,CG,23,46,42781.39,1.28
gnr,B,smt,CG,24,48,44624.55,1.23
gnr,B,smt,CG,25,50,46556.65,1.18
gnr,B,smt,CG,26,52,48096.0,1.14
gnr,B,smt,CG,27,54,49905.75,1.1
gnr,B,smt,CG,28,56,51791.04,1.06
gnr,B,smt,CG,29,58,53642.02,1.02
gnr,B,smt,CG,30,60,55315.99,0.99
gnr,B,smt,CG,31,62,56954.01,0.96
gnr,B,smt,CG,32,64,58598.55,0.93
gnr,B,smt,CG,33,66,56329.06,0.97
gnr,B,smt,CG,34,68,57895.6,0.94
gnr,B,smt,CG,35,70,59225.81,0.92
gnr,B,smt,CG,36,72,60873.33,0.9
gnr,B,smt,CG,37,74,61968.42,0.88
gnr,B,smt,CG,38,76,63085.82,0.87
gnr,B,smt,CG,39,78,63971.78,0.86
gnr,B,smt,CG,40,80,64877.65,0.84
gnr,B,smt,CG,41,82,66185.09,0.83
gnr,B,smt,CG,42,84,67286.7,0.81
gnr,B,smt,CG,43,86,68286.01,0.8
gnr,B,smt,CG,44,88,69048.85,0.79
gnr,B,smt,CG,45,90,69882.25,0.78
gnr,B,smt,CG,46,92,71269.03,0.77
gnr,B,smt,CG,47,94,72437.48,0.76
gnr,B,smt,CG,48,96,72665.11,0.75
gnr,B,smt,CG,49,98,74730.27,0.73
gnr,B,smt,CG,50,100,73767.33,0.74
gnr,B,smt,CG,51,102,72280.04,0.76
gnr,B,smt,CG,52,104,76168.66,0.72
gnr,B,smt,CG,53,106,76497.56,0.72
gnr,B,smt,CG,54,108,78136.3,0.7
gnr,B,smt,CG,55,110,77382.04,0.71
gnr,B,smt,CG,56,112,78571.13,0.7
gnr,B,smt,CG,57,114,78774.88,0.69
gnr,B,smt,CG,58,116,79774.79,0.69
gnr,B,smt,CG,59,118,80712.43,0.68
gnr,B,smt,CG,60,120,81094.74,0.67
gnr,B,smt,CG,61,122,82587.6,0.66
gnr,B,smt,CG,62,124,83983.91,0.65
gnr,B,smt,CG,63,126,84908.57,0.64
gnr,B,smt,CG,64,128,85566.84,0.64
gnr,B,smt,CG,65,130,82544.83,0.66
gnr,B,smt,CG,66,132,83291.43,0.66
gnr,B,smt,CG,67,134,82791.85,0.66
gnr,B,smt,CG,68,136,83914.92,0.65
gnr,B,smt,CG,69,138,83297.9,0.66
gnr,B,smt,CG,70,140,84459.77,0.65
gnr,B,smt,CG,71,142,84872.61,0.64
gnr,B,smt,CG,72,144,84230.22,0.65
gnr,B,smt,CG,73,146,84842.99,0.64
gnr,B,smt,CG,74,148,85639.14,0.64
gnr,B,smt,CG,75,150,86148.39,0.64
gnr,B,smt,CG,76,152,86432.89,0.63
gnr,B,smt,CG,77,154,85415.83,0.64
gnr,B,smt,CG,78,156,85216.35,0.64
gnr,B,smt,CG,79,158,85033.44,0.64
gnr,B,smt,CG,80,160,85263.23,0.64
gnr,B,smt,CG,81,162,87626.43,0.62
gnr,B,smt,CG,82,164,83901.94,0.65
gnr,B,smt,CG,83,166,82149.35,0.67
gnr,B,smt,CG,84,168,85693.91,0.64
gnr,B,smt,CG,85,170,92256.58,0.59
gnr,B,smt,CG,86,172,84192.24,0.65
gnr,B,smt,CG,87,174,84037.34,0.65
gnr,B,smt,CG,88,176,86778.92,0.63
gnr,B,smt,CG,89,178,88606.96,0.62
gnr,B,smt,CG,90,180,79633.18,0.69
gnr,B,smt,CG,91,182,76082.05,0.72
gnr,B,smt,CG,92,184,77659.14,0.7
gnr,B,smt,CG,93,186,83977.76,0.65
gnr,B,smt,CG,94,188,77293.45,0.71
gnr,B,smt,CG,95,190,72186.43,0.76
gnr,B,smt,CG,96,192,75146.7,0.73
gnr,B,smt,EP,1,2,278.5,7.71
gnr,B,smt,EP,2,4,556.28,3.86
gnr,B,smt,EP,3,6,833.88,2.58
gnr,B,smt,EP,4,8,1109.98,1.93
gnr,B,smt,EP,5,10,1390.9,1.54
gnr,B,smt,EP,6,12,1665.15,1.29
gnr,B,smt,EP,7,14,1943.98,1.1
gnr,B,smt,EP,8,16,1655.22,1.3
gnr,B,smt,EP,9,18,2471.43,0.87
gnr,B,smt,EP,10,20,2773.5,0.77
gnr,B,smt,EP,11,22,2274.82,0.94
gnr,B,smt,EP,12,24,2479.24,0.87
gnr,B,smt,EP,13,26,2686.77,0.8
gnr,B,smt,EP,14,28,2887.76,0.74
gnr,B,smt,EP,15,30,3091.79,0.69
gnr,B,smt,EP,16,32,3290.35,0.65
gnr,B,smt,EP,17,34,3512.55,0.61
gnr,B,smt,EP,18,36,3715.37,0.58
gnr,B,smt,EP,19,38,3709.39,0.58
gnr,B,smt,EP,20,40,4135.75,0.52
gnr,B,smt,EP,21,42,4098.06,0.52
gnr,B,smt,EP,22,44,4523.82,0.47
gnr,B,smt,EP,23,46,4741.21,0.45
gnr,B,smt,EP,24,48,4665.3,0.46
gnr,B,smt,EP,25,50,5149.03,0.42
gnr,B,smt,EP,26,52,5071.39,0.42
gnr,B,smt,EP,27,54,7394.14,0.29
gnr,B,smt,EP,28,56,5764.2,0.37
gnr,B,smt,EP,29,58,5996.06,0.36
gnr,B,smt,EP,30,60,5831.18,0.37
gnr,B,smt,EP,31,62,6374.34,0.34
gnr,B,smt,EP,32,64,6570.33,0.33
gnr,B,smt,EP,33,66,6796.07,0.32
gnr,B,smt,EP,34,68,6976.34,0.31
gnr,B,smt,EP,35,70,7208.61,0.3
gnr,B,smt,EP,36,72,7408.97,0.29
gnr,B,smt,EP,37,74,7616.24,0.28
gnr,B,smt,EP,38,76,7376.64,0.29
gnr,B,smt,EP,39,78,8002.42,0.27
gnr,B,smt,EP,40,80,8236.59,0.26
gnr,B,smt,EP,41,82,8446.09,0.25
gnr,B,smt,EP,42,84,8650.64,0.25
gnr,B,smt,EP,43,86,8839.66,0.24
gnr,B,smt,EP,44,88,8547.63,0.25
gnr,B,smt,EP,45,90,8693.79,0.25
gnr,B,smt,EP,46,92,9369.3,0.23
gnr,B,smt,EP,47,94,9636.22,0.22
gnr,B,smt,EP,48,96,9870.25,0.22
gnr,B,smt,EP,49,98,9537.98,0.23
gnr,B,smt,EP,50,100,10167.43,0.21
gnr,B,smt,EP,51,102,10474.25,0.21
gnr,B,smt,EP,52,104,10570.48,0.2
gnr,B,smt,EP,53,106,10875.85,0.2
gnr,B,smt,EP,54,108,10872.45,0.2
gnr,B,smt,EP,55,110,11298.59,0.19
gnr,B,smt,EP,56,112,10914.41,0.2
gnr,B,smt,EP,57,114,11681.76,0.18
gnr,B,smt,EP,58,116,11249.62,0.19
gnr,B,smt,EP,59,118,12026.44,0.18
gnr,B,smt,EP,60,120,12257.45,0.18
gnr,B,smt,EP,61,122,11821.55,0.18
gnr,B,smt,EP,62,124,12735.49,0.17
gnr,B,smt,EP,63,126,12961.52,0.17
gnr,B,smt,EP,64,128,12443.65,0.17
gnr,B,smt,EP,65,130,13351.5,0.16
gnr,B,smt,EP,66,132,13319.86,0.16
gnr,B,smt,EP,67,134,13704.22,0.16
gnr,B,smt,EP,68,136,13263.22,0.16
gnr,B,smt,EP,69,138,13365.52,0.16
gnr,B,smt,EP,70,140,14317.54,0.15
gnr,B,smt,EP,71,142,13812.55,0.16
gnr,B,smt,EP,72,144,13575.16,0.16
gnr,B,smt,EP,73,146,14219.26,0.15
gnr,B,smt,EP,74,148,14480.72,0.15
gnr,B,smt,EP,75,150,15293.07,0.14
gnr,B,smt,EP,76,152,14708.26,0.15
gnr,B,smt,EP,77,154,14777.03,0.15
gnr,B,smt,EP,78,156,15093.18,0.14
gnr,B,smt,EP,79,158,16040.07,0.13
gnr,B,smt,EP,80,160,16172.17,0.13
gnr,B,smt,EP,81,162,15616.02,0.14
gnr,B,smt,EP,82,164,15706.5,0.14
gnr,B,smt,EP,83,166,16683.2,0.13
gnr,B,smt,EP,84,168,16166.73,0.13
gnr,B,smt,EP,85,170,17020.09,0.13
gnr,B,smt,EP,86,172,16104.49,0.13
gnr,B,smt,EP,87,174,16492.42,0.13
gnr,B,smt,EP,88,176,16556.24,0.13
gnr,B,smt,EP,89,178,17519.57,0.12
gnr,B,smt,EP,90,180,16877.79,0.13
gnr,B,smt,EP,91,182,17040.19,0.13
gnr,B,smt,EP,92,184,17180.02,0.12
gnr,B,smt,EP,93,186,17302.99,0.12
gnr,B,smt,EP,94,188,17383.45,0.12
gnr,B,smt,EP,95,190,17451.12,0.12
gnr,B,smt,EP,96,192,17871.86,0.12
gnr,B,smt,FT,1,2,7762.4,11.86
gnr,B,smt,FT,2,4,15476.12,5.95
gnr,B,smt,FT,3,6,23386.69,3.94
gnr,B,smt,FT,4,8,30384.13,3.03
gnr,B,smt,FT,5,10,38356.99,2.4
gnr,B,smt,FT,6,12,45111.55,2.04
gnr,B,smt,FT,7,14,51923.27,1.77
gnr,B,smt,FT,8,16,57677.52,1.6
gnr,B,smt,FT,9,18,63843.98,1.44
gnr,B,smt,FT,10,20,69204.26,1.33
gnr,B,smt,FT,11,22,73889.25,1.25
gnr,B,smt,FT,12,24,79136.83,1.16
gnr,B,smt,FT,13,26,83959.35,1.1
gnr,B,smt,FT,14,28,88293.79,1.04
gnr,B,smt,FT,15,30,91802.61,1.0
gnr,B,smt,FT,16,32,96602.36,0.95
gnr,B,smt,FT,17,34,100741.37,0.91
gnr,B,smt,FT,18,36,104206.35,0.88
gnr,B,smt,FT,19,38,109139.03,0.84
gnr,B,smt,FT,20,40,109435.48,0.84
gnr,B,smt,FT,21,42,110998.17,0.83
gnr,B,smt,FT,22,44,114819.12,0.8
gnr,B,smt,FT,23,46,116633.66,0.79
gnr,B,smt,FT,24,48,118009.36,0.78
gnr,B,smt,FT,25,50,119999.35,0.77
gnr,B,smt,FT,26,52,121725.56,0.76
gnr,B,smt,FT,27,54,122511.37,0.75
gnr,B,smt,FT,28,56,124310.67,0.74
gnr,B,smt,FT,29,58,124726.19,0.74
gnr,B,smt,FT,30,60,126246.38,0.73
gnr,B,smt,FT,31,62,126765.57,0.73
gnr,B,smt,FT,32,64,127072.8,0.72
gnr,B,smt,FT,33,66,133210.7,0.69
gnr,B,smt,FT,34,68,137120.72,0.67
gnr,B,smt,FT,35,70,142494.22,0.65
gnr,B,smt,FT,36,72,147012.95,0.63
gnr,B,smt,FT,37,74,151459.25,0.61
gnr,B,smt,FT,38,76,157438.24,0.58
gnr,B,smt,FT,39,78,162909.86,0.57
gnr,B,smt,FT,40,80,167941.49,0.55
gnr,B,smt,FT,41,82,172224.51,0.53
gnr,B,smt,FT,42,84,176279.74,0.52
gnr,B,smt,FT,43,86,177877.97,0.52
gnr,B,smt,FT,44,88,185159.43,0.5
gnr,B,smt,FT,45,90,192228.7,0.48
gnr,B,smt,FT,46,92,196506.02,0.47
gnr,B,smt,FT,47,94,203370.37,0.45
gnr,B,smt,FT,48,96,207039.6,0.44
gnr,B,smt,FT,49,98,213148.2,0.43
gnr,B,smt,FT,50,100,218116.71,0.42
gnr,B,smt,FT,51,102,218930.89,0.42
gnr,B,smt,FT,52,104,226893.79,0.41
gnr,B,smt,FT,53,106,235153.35,0.39
gnr,B,smt,FT,54,108,242523.29,0.38
gnr,B,smt,FT,55,110,248362.77,0.37
gnr,B,smt,FT,56,112,255731.16,0.36
gnr,B,smt,FT,57,114,264220.83,0.35
gnr,B,smt,FT,58,116,267302.98,0.34
gnr,B,smt,FT,59,118,272667.39,0.34
gnr,B,smt,FT,60,120,274201.04,0.34
gnr,B,smt,FT,61,122,277348.52,0.33
gnr,B,smt,FT,62,124,286137.42,0.32
gnr,B,smt,FT,63,126,288705.2,0.32
gnr,B,smt,FT,64,128,291243.72,0.32
gnr,B,smt,FT,65,130,295828.04,0.31
gnr,B,smt,FT,66,132,297834.85,0.31
gnr,B,smt,FT,67,134,304480.79,0.3
gnr,B,smt,FT,68,136,314613.39,0.29
gnr,B,smt,FT,69,138,327082.14,0.28
gnr,B,smt,FT,70,140,332707.06,0.28
gnr,B,smt,FT,71,142,342889.7,0.27
gnr,B,smt,FT,72,144,344490.13,0.27
gnr,B,smt,FT,73,146,345188.66,0.27
gnr,B,smt,FT,74,148,352213.59,0.26
gnr,B,smt,FT,75,150,353737.73,0.26
gnr,B,smt,FT,76,152,358441.06,0.26
gnr,B,smt,FT,77,154,361771.95,0.25
gnr,B,smt,FT,78,156,361026.87,0.25
gnr,B,smt,FT,79,158,376306.81,0.24
gnr,B,smt,FT,80,160,375086.78,0.25
gnr,B,smt,FT,81,162,380533.65,0.24
gnr,B,smt,FT,82,164,380125.53,0.24
gnr,B,smt,FT,83,166,384149.3,0.24
gnr,B,smt,FT,84,168,380329.79,0.24
gnr,B,smt,FT,85,170,389229.94,0.24
gnr,B,smt,FT,86,172,389888.06,0.24
gnr,B,smt,FT,87,174,395473.02,0.23
gnr,B,smt,FT,88,176,382628.73,0.24
gnr,B,smt,FT,89,178,396270.37,0.23
gnr,B,smt,FT,90,180,411963.48,0.22
gnr,B,smt,FT,91,182,413392.46,0.22
gnr,B,smt,FT,92,184,415957.67,0.22
gnr,B,smt,FT,93,186,416943.78,0.22
gnr,B,smt,FT,94,188,426444.11,0.22
gnr,B,smt,FT,95,190,421353.56,0.22
gnr,B,smt,FT,96,192,425726.81,0.22
gnr,B,smt,IS,1,2,467.44,0.72
gnr,B,smt,IS,2,4,836.77,0.4
gnr,B,smt,IS,3,6,1348.87,0.25
gnr,B,smt,IS,4,8,1757.23,0.19
gnr,B,smt,IS,5,10,2128.96,0.16
gnr,B,smt,IS,6,12,2570.38,0.13
gnr,B,smt,IS,7,14,2994.59,0.11
gnr,B,smt,IS,8,16,3288.46,0.1
gnr,B,smt,IS,9,18,3638.49,0.09
gnr,B,smt,IS,10,20,4166.62,0.08
gnr,B,smt,IS,11,22,4445.66,0.08
gnr,B,smt,IS,12,24,4725.66,0.07
gnr,B,smt,IS,13,26,5230.97,0.06
gnr,B,smt,IS,14,28,5498.16,0.06
gnr,B,smt,IS,15,30,5796.76,0.06
gnr,B,smt,IS,16,32,6089.37,0.06
gnr,B,smt,IS,17,34,6509.26,0.05
gnr,B,smt,IS,18,36,6710.93,0.05
gnr,B,smt,IS,19,38,6923.61,0.05
gnr,B,smt,IS,20,40,7425.35,0.05
gnr,B,smt,IS,21,42,7598.3,0.04
gnr,B,smt,IS,22,44,7934.27,0.04
gnr,B,smt,IS,23,46,8230.0,0.04
gnr,B,smt,IS,24,48,8606.52,0.04
gnr,B,smt,IS,25,50,8832.6,0.04
gnr,B,smt,IS,26,52,9088.99,0.04
gnr,B,smt,IS,27,54,9462.21,0.04
gnr,B,smt,IS,28,56,9758.7,0.03
gnr,B,smt,IS,29,58,9989.51,0.03
gnr,B,smt,IS,30,60,10309.64,0.03
gnr,B,smt,IS,31,62,10609.62,0.03
gnr,B,smt,IS,32,64,10754.86,0.03
gnr,B,smt,IS,33,66,11403.41,0.03
gnr,B,smt,IS,34,68,11466.38,0.03
gnr,B,smt,IS,35,70,12377.51,0.03
gnr,B,smt,IS,36,72,12913.95,0.03
gnr,B,smt,IS,37,74,13664.75,0.02
gnr,B,smt,IS,38,76,13995.7,0.02
gnr,B,smt,IS,39,78,14498.69,0.02
gnr,B,smt,IS,40,80,15228.99,0.02
gnr,B,smt,IS,41,82,15906.09,0.02
gnr,B,smt,IS,42,84,16184.87,0.02
gnr,B,smt,IS,43,86,16405.78,0.02
gnr,B,smt,IS,44,88,17199.64,0.02
gnr,B,smt,IS,45,90,17538.07,0.02
gnr,B,smt,IS,46,92,17609.38,0.02
gnr,B,smt,IS,47,94,18466.59,0.02
gnr,B,smt,IS,48,96,18555.89,0.02
gnr,B,smt,IS,49,98,18659.0,0.02
gnr,B,smt,IS,50,100,19224.03,0.02
gnr,B,smt,IS,51,102,19613.01,0.02
gnr,B,smt,IS,52,104,19305.47,0.02
gnr,B,smt,IS,53,106,19772.06,0.02
gnr,B,smt,IS,54,108,20613.1,0.02
gnr,B,smt,IS,55,110,20203.28,0.02
gnr,B,smt,IS,56,112,20291.65,0.02
gnr,B,smt,IS,57,114,20983.59,0.02
gnr,B,smt,IS,58,116,21585.38,0.02
gnr,B,smt,IS,59,118,20763.8,0.02
gnr,B,smt,IS,60,120,21224.59,0.02
gnr,B,smt,IS,61,122,22036.02,0.02
gnr,B,smt,IS,62,124,21279.76,0.02
gnr,B,smt,IS,63,126,21523.23,0.02
gnr,B,smt,IS,64,128,22246.12,0.02
gnr,B,smt,IS,65,130,20391.71,0.02
gnr,B,smt,IS,66,132,19278.4,0.02
gnr,B,smt,IS,67,134,20357.15,0.02
gnr,B,smt,IS,68,136,20206.94,0.02
gnr,B,smt,IS,69,138,20423.73,0.02
gnr,B,smt,IS,70,140,20389.23,0.02
gnr,B,smt,IS,71,142,21116.91,0.02
gnr,B,smt,IS,72,144,20397.65,0.02
gnr,B,smt,IS,73,146,20953.55,0.02
gnr,B,smt,IS,74,148,21215.26,0.02
gnr,B,smt,IS,75,150,20792.8,0.02
gnr,B,smt,IS,76,152,20993.83,0.02
gnr,B,smt,IS,77,154,21185.73,0.02
gnr,B,smt,IS,78,156,21407.24,0.02
gnr,B,smt,IS,79,158,20874.39,0.02
gnr,B,smt,IS,80,160,21099.38,0.02
gnr,B,smt,IS,81,162,21474.88,0.02
gnr,B,smt,IS,82,164,20813.49,0.02
gnr,B,smt,IS,83,166,21108.06,0.02
gnr,B,smt,IS,84,168,21192.08,0.02
gnr,B,smt,IS,85,170,20965.74,0.02
gnr,B,smt,IS,86,172,21081.41,0.02
gnr,B,smt,IS,87,174,2909.84,0.12
gnr,B,smt,IS,88,176,21581.24,0.02
gnr,B,smt,IS,89,178,20962.41,0.02
gnr,B,smt,IS,90,180,20569.44,0.02
gnr,B,smt,IS,91,182,21394.62,0.02
gnr,B,smt,IS,92,184,20252.03,0.02
gnr,B,smt,IS,93,186,20927.95,0.02
gnr,B,smt,IS,94,188,2796.76,0.12
gnr,B,smt,IS,95,190,20933.59,0.02
gnr,B,smt,IS,96,192,20109.97,0.02
gnr,B,smt,LU,1,2,14119.09,35.33
gnr,B,smt,LU,2,4,27311.77,18.26
gnr,B,smt,LU,3,6,39649.98,12.58
gnr,B,smt,LU,4,8,50142.92,9.95
gnr,B,smt,LU,5,10,62487.83,7.98
gnr,B,smt,LU,6,12,71625.44,6.96
gnr,B,smt,LU,7,14,80662.41,6.18
gnr,B,smt,LU,8,16,88750.6,5.62
gnr,B,smt,LU,9,18,100471.84,4.96
gnr,B,smt,LU,10,20,113332.79,4.4
