arch,nas_class,variant,kernel,cores,threads,mops,runtime_s
turin-9r45,B,base,MG,52,52,162041.15,0.12
turin-9r45,B,base,MG,53,53,166173.05,0.12
turin-9r45,B,base,MG,54,54,171653.62,0.11
turin-9r45,B,base,MG,55,55,173691.93,0.11
turin-9r45,B,base,MG,56,56,176402.56,0.11
turin-9r45,B,base,MG,57,57,179512.68,0.11
turin-9r45,B,base,MG,58,58,186547.05,0.1
turin-9r45,B,base,MG,59,59,192526.76,0.1
turin-9r45,B,base,MG,60,60,198624.82,0.1
turin-9r45,B,base,MG,61,61,200107.48,0.1
turin-9r45,B,base,MG,62,62,206292.1,0.09
turin-9r45,B,base,MG,63,63,218181.92,0.09
turin-9r45,B,base,MG,64,64,225267.41,0.09
turin-9r45,B,base,MG,65,65,224454.4,0.09
turin-9r45,B,base,MG,66,66,222829.69,0.09
turin-9r45,B,base,MG,67,67,224851.43,0.09
turin-9r45,B,base,MG,68,68,229603.85,0.08
turin-9r45,B,base,MG,69,69,233328.54,0.08
turin-9r45,B,base,MG,70,70,233170.59,0.08
turin-9r45,B,base,MG,71,71,236862.14,0.08
turin-9r45,B,base,MG,72,72,239802.87,0.08
turin-9r45,B,base,MG,73,73,237986.97,0.08
turin-9r45,B,base,MG,74,74,241988.33,0.08
turin-9r45,B,base,MG,75,75,244056.08,0.08
turin-9r45,B,base,MG,76,76,246474.29,0.08
turin-9r45,B,base,MG,77,77,255307.11,0.08
turin-9r45,B,base,MG,78,78,258141.55,0.08
turin-9r45,B,base,MG,79,79,260291.12,0.07
turin-9r45,B,base,MG,80,80,262091.0,0.07
turin-9r45,B,base,MG,81,81,262370.67,0.07
turin-9r45,B,base,MG,82,82,265864.47,0.07
turin-9r45,B,base,MG,83,83,270399.66,0.07
turin-9r45,B,base,MG,84,84,274126.79,0.07
turin-9r45,B,base,MG,85,85,280752.62,0.07
turin-9r45,B,base,MG,86,86,278303.41,0.07
turin-9r45,B,base,MG,87,87,280160.32,0.07
turin-9r45,B,base,MG,88,88,281524.27,0.07
turin-9r45,B,base,MG,89,89,279821.5,0.07
turin-9r45,B,base,MG,90,90,279501.01,0.07
turin-9r45,B,base,MG,91,91,272506.32,0.07
turin-9r45,B,base,MG,92,92,277648.68,0.07
turin-9r45,B,base,MG,93,93,281601.18,0.07
turin-9r45,B,base,MG,94,94,278052.31,0.07
turin-9r45,B,base,MG,95,95,272609.54,0.07
turin-9r45,B,base,MG,96,96,273211.46,0.07
turin-9r45,B,base,SP,1,1,6247.76,56.82
turin-9r45,B,base,SP,2,2,11996.1,29.59
turin-9r45,B,base,SP,3,3,16945.54,20.95
turin-9r45,B,base,SP,4,4,21025.21,16.89
turin-9r45,B,base,SP,5,5,24402.92,14.55
turin-9r45,B,base,SP,6,6,26754.83,13.27
turin-9r45,B,base,SP,7,7,28410.25,12.5
turin-9r45,B,base,SP,8,8,29383.29,12.08
turin-9r45,B,base,SP,9,9,33193.4,10.7
turin-9r45,B,base,SP,10,10,37572.79,9.45
turin-9r45,B,base,SP,11,11,42330.04,8.39
turin-9r45,B,base,SP,12,12,47233.86,7.52
turin-9r45,B,base,SP,13,13,51969.36,6.83
turin-9r45,B,base,SP,14,14,56019.57,6.34
turin-9r45,B,base,SP,15,15,61748.93,5.75
turin-9r45,B,base,SP,16,16,66591.64,5.33
turin-9r45,B,base,SP,17,17,71087.49,4.99
turin-9r45,B,base,SP,18,18,77225.71,4.6
turin-9r45,B,base,SP,19,19,83112.16,4.27
turin-9r45,B,base,SP,20,20,89255.3,3.98
turin-9r45,B,base,SP,21,21,95134.03,3.73
turin-9r45,B,base,SP,22,22,102050.86,3.48
turin-9r45,B,base,SP,23,23,106629.05,3.33
turin-9r45,B,base,SP,24,24,111420.76,3.19
turin-9r45,B,base,SP,25,25,115191.68,3.08
turin-9r45,B,base,SP,26,26,119960.03,2.96
turin-9r45,B,base,SP,27,27,127145.93,2.79
turin-9r45,B,base,SP,28,28,135303.82,2.62
turin-9r45,B,base,SP,29,29,139426.61,2.55
turin-9r45,B,base,SP,30,30,145150.9,2.45
turin-9r45,B,base,SP,31,31,151440.7,2.34
turin-9r45,B,base,SP,32,32,158431.18,2.24
turin-9r45,B,base,SP,33,33,162748.75,2.18
turin-9r45,B,base,SP,34,34,169389.25,2.1
turin-9r45,B,base,SP,35,35,174180.25,2.04
turin-9r45,B,base,SP,36,36,178888.07,1.98
turin-9r45,B,base,SP,37,37,187630.28,1.89
turin-9r45,B,base,SP,38,38,187982.54,1.89
turin-9r45,B,base,SP,39,39,195246.32,1.82
turin-9r45,B,base,SP,40,40,193144.85,1.84
turin-9r45,B,base,SP,41,41,198955.9,1.78
turin-9r45,B,base,SP,42,42,205032.89,1.73
turin-9r45,B,base,SP,43,43,208355.39,1.7
turin-9r45,B,base,SP,44,44,212512.29,1.67
turin-9r45,B,base,SP,45,45,217017.77,1.64
turin-9r45,B,base,SP,46,46,220643.29,1.61
turin-9r45,B,base,SP,47,47,225030.62,1.58
turin-9r45,B,base,SP,48,48,226317.74,1.57
turin-9r45,B,base,SP,49,49,227342.34,1.56
turin-9r45,B,base,SP,50,50,227902.15,1.56
turin-9r45,B,base,SP,51,51,231358.94,1.53
turin-9r45,B,base,SP,52,52,236196.13,1.5
turin-9r45,B,base,SP,53,53,237446.75,1.5
turin-9r45,B,base,SP,54,54,237671.16,1.49
turin-9r45,B,base,SP,55,55,244834.5,1.45
turin-9r45,B,base,SP,56,56,250093.57,1.42
turin-9r45,B,base,SP,57,57,254614.99,1.39
turin-9r45,B,base,SP,58,58,256011.62,1.39
turin-9r45,B,base,SP,59,59,257796.6,1.38
turin-9r45,B,base,SP,60,60,264368.12,1.34
turin-9r45,B,base,SP,61,61,268152.7,1.32
turin-9r45,B,base,SP,62,62,267368.73,1.33
turin-9r45,B,base,SP,63,63,270243.26,1.31
turin-9r45,B,base,SP,64,64,274926.86,1.29
turin-9r45,B,base,SP,65,65,275069.67,1.29
turin-9r45,B,base,SP,66,66,271159.62,1.31
turin-9r45,B,base,SP,67,67,275983.44,1.29
turin-9r45,B,base,SP,68,68,280327.27,1.27
turin-9r45,B,base,SP,69,69,286270.53,1.24
turin-9r45,B,base,SP,70,70,282854.21,1.26
turin-9r45,B,base,SP,71,71,285140.17,1.25
turin-9r45,B,base,SP,72,72,292249.85,1.21
turin-9r45,B,base,SP,73,73,293489.53,1.21
turin-9r45,B,base,SP,74,74,290577.09,1.22
turin-9r45,B,base,SP,75,75,294110.22,1.21
turin-9r45,B,base,SP,76,76,297824.21,1.19
turin-9r45,B,base,SP,77,77,297925.28,1.19
turin-9r45,B,base,SP,78,78,300608.0,1.18
turin-9r45,B,base,SP,79,79,299409.24,1.19
turin-9r45,B,base,SP,80,80,303223.84,1.17
turin-9r45,B,base,SP,81,81,302581.41,1.17
turin-9r45,B,base,SP,82,82,301645.29,1.18
turin-9r45,B,base,SP,83,83,306926.57,1.16
turin-9r45,B,base,SP,84,84,313430.94,1.13
turin-9r45,B,base,SP,85,85,313045.37,1.13
turin-9r45,B,base,SP,86,86,313772.47,1.13
turin-9r45,B,base,SP,87,87,317845.76,1.12
turin-9r45,B,base,SP,88,88,313462.95,1.13
turin-9r45,B,base,SP,89,89,320329.14,1.11
turin-9r45,B,base,SP,90,90,322499.22,1.1
turin-9r45,B,base,SP,91,91,320747.55,1.11
turin-9r45,B,base,SP,92,92,321393.17,1.1
turin-9r45,B,base,SP,93,93,325470.64,1.09
turin-9r45,B,base,SP,94,94,320547.89,1.11
turin-9r45,B,base,SP,95,95,328374.44,1.08
turin-9r45,B,base,SP,96,96,323593.08,1.1
turin-9r45,B,base,UA,1,1,35.8,61.69
turin-9r45,B,base,UA,2,2,67.05,32.94
turin-9r45,B,base,UA,3,3,93.49,23.63
turin-9r45,B,base,UA,4,4,116.41,18.97
turin-9r45,B,base,UA,5,5,136.56,16.17
turin-9r45,B,base,UA,6,6,155.1,14.24
turin-9r45,B,base,UA,7,7,171.36,12.89
turin-9r45,B,base,UA,8,8,186.1,11.87
turin-9r45,B,base,UA,9,9,210.56,10.49
turin-9r45,B,base,UA,10,10,239.71,9.21
turin-9r45,B,base,UA,11,11,269.01,8.21
turin-9r45,B,base,UA,12,12,300.2,7.36
turin-9r45,B,base,UA,13,13,330.09,6.69
turin-9r45,B,base,UA,14,14,364.75,6.06
turin-9r45,B,base,UA,15,15,395.3,5.59
turin-9r45,B,base,UA,16,16,424.48,5.2
turin-9r45,B,base,UA,17,17,446.24,4.95
turin-9r45,B,base,UA,18,18,479.27,4.61
turin-9r45,B,base,UA,19,19,506.44,4.36
turin-9r45,B,base,UA,20,20,535.5,4.12
turin-9r45,B,base,UA,21,21,563.35,3.92
turin-9r45,B,base,UA,22,22,588.37,3.75
turin-9r45,B,base,UA,23,23,613.07,3.6
turin-9r45,B,base,UA,24,24,633.9,3.48
turin-9r45,B,base,UA,25,25,646.37,3.42
turin-9r45,B,base,UA,26,26,666.9,3.31
turin-9r45,B,base,UA,27,27,687.61,3.21
turin-9r45,B,base,UA,28,28,710.75,3.11
turin-9r45,B,base,UA,29,29,729.02,3.03
turin-9r45,B,base,UA,30,30,748.04,2.95
turin-9r45,B,base,UA,31,31,759.06,2.91
turin-9r45,B,base,UA,32,32,782.19,2.82
turin-9r45,B,base,UA,33,33,783.12,2.82
turin-9r45,B,base,UA,34,34,803.4,2.75
turin-9r45,B,base,UA,35,35,821.9,2.69
turin-9r45,B,base,UA,36,36,840.23,2.63
turin-9r45,B,base,UA,37,37,853.23,2.59
turin-9r45,B,base,UA,38,38,871.95,2.53
turin-9r45,B,base,UA,39,39,885.33,2.49
turin-9r45,B,base,UA,40,40,893.8,2.47
turin-9r45,B,base,UA,41,41,903.29,2.45
turin-9r45,B,base,UA,42,42,914.29,2.42
turin-9r45,B,base,UA,43,43,922.72,2.39
turin-9r45,B,base,UA,44,44,938.68,2.35
turin-9r45,B,base,UA,45,45,951.79,2.32
turin-9r45,B,base,UA,46,46,971.52,2.27
turin-9r45,B,base,UA,47,47,969.93,2.28
turin-9r45,B,base,UA,48,48,983.42,2.25
turin-9r45,B,base,UA,49,49,985.57,2.24
turin-9r45,B,base,UA,50,50,999.03,2.21
turin-9r45,B,base,UA,51,51,996.97,2.22
turin-9r45,B,base,UA,52,52,1021.56,2.16
turin-9r45,B,base,UA,53,53,1018.51,2.17
turin-9r45,B,base,UA,54,54,1025.15,2.15
turin-9r45,B,base,UA,55,55,1031.91,2.14
turin-9r45,B,base,UA,56,56,1046.71,2.11
turin-9r45,B,base,UA,57,57,1044.49,2.11
turin-9r45,B,base,UA,58,58,1045.26,2.11
turin-9r45,B,base,UA,59,59,1055.3,2.09
turin-9r45,B,base,UA,60,60,1063.95,2.08
turin-9r45,B,base,UA,61,61,1071.81,2.06
turin-9r45,B,base,UA,62,62,1075.2,2.05
turin-9r45,B,base,UA,63,63,1070.38,2.06
turin-9r45,B,base,UA,64,64,1076.32,2.05
turin-9r45,B,base,UA,65,65,1081.95,2.04
turin-9r45,B,base,UA,66,66,1080.52,2.04
turin-9r45,B,base,UA,67,67,1095.87,2.02
turin-9r45,B,base,UA,68,68,1085.83,2.03
turin-9r45,B,base,UA,69,69,1088.87,2.03
turin-9r45,B,base,UA,70,70,1102.53,2.0
turin-9r45,B,base,UA,71,71,1100.54,2.01
turin-9r45,B,base,UA,72,72,1103.54,2.0
turin-9r45,B,base,UA,73,73,1097.25,2.01
turin-9r45,B,base,UA,74,74,1100.9,2.01
turin-9r45,B,base,UA,75,75,1114.83,1.98
turin-9r45,B,base,UA,76,76,1121.23,1.97
turin-9r45,B,base,UA,77,77,1109.48,1.99
turin-9r45,B,base,UA,78,78,1115.64,1.98
turin-9r45,B,base,UA,79,79,1117.39,1.98
turin-9r45,B,base,UA,80,80,1131.57,1.95
turin-9r45,B,base,UA,81,81,1121.22,1.97
turin-9r45,B,base,UA,82,82,1116.44,1.98
turin-9r45,B,base,UA,83,83,1129.49,1.96
turin-9r45,B,base,UA,84,84,1129.67,1.96
turin-9r45,B,base,UA,85,85,1124.39,1.96
turin-9r45,B,base,UA,86,86,1129.4,1.96
turin-9r45,B,base,UA,87,87,1125.48,1.96
turin-9r45,B,base,UA,88,88,1138.22,1.94
turin-9r45,B,base,UA,89,89,1131.75,1.95
turin-9r45,B,base,UA,90,90,1132.56,1.95
turin-9r45,B,base,UA,91,91,1134.96,1.95
turin-9r45,B,base,UA,92,92,1135.59,1.95
turin-9r45,B,base,UA,93,93,1126.03,1.96
turin-9r45,B,base,UA,94,94,1131.4,1.95
turin-9r45,B,base,UA,95,95,1131.96,1.95
turin-9r45,B,base,UA,96,96,1134.08,1.95
turin-9r45,B,base,IS,1,1,621.16,0.54
turin-9r45,B,base,IS,2,2,1182.07,0.28
turin-9r45,B,base,IS,3,3,1716.31,0.2
turin-9r45,B,base,IS,4,4,2200.24,0.15
turin-9r45,B,base,IS,5,5,2569.21,0.13
turin-9r45,B,base,IS,6,6,2775.59,0.12
turin-9r45,B,base,IS,7,7,2899.81,0.12
turin-9r45,B,base,IS,8,8,2993.85,0.11
turin-9r45,B,base,IS,9,9,3263.9,0.1
turin-9r45,B,base,IS,10,10,3658.35,0.09
turin-9r45,B,base,IS,11,11,4000.06,0.08
turin-9r45,B,base,IS,12,12,4356.97,0.08
turin-9r45,B,base,IS,13,13,4757.12,0.07
turin-9r45,B,base,IS,14,14,5080.37,0.07
turin-9r45,B,base,IS,15,15,5463.93,0.06
turin-9r45,B,base,IS,16,16,5943.6,0.06
turin-9r45,B,base,IS,17,17,6033.9,0.06
turin-9r45,B,base,IS,18,18,6249.88,0.05
turin-9r45,B,base,IS,19,19,6648.39,0.05
turin-9r45,B,base,IS,20,20,6877.09,0.05
turin-9r45,B,base,IS,21,21,7155.91,0.05
turin-9r45,B,base,IS,22,22,7226.29,0.05
turin-9r45,B,base,IS,23,23,7675.56,0.04
turin-9r45,B,base,IS,24,24,8063.75,0.04
turin-9r45,B,base,IS,25,25,8136.85,0.04
turin-9r45,B,base,IS,26,26,8339.78,0.04
turin-9r45,B,base,IS,27,27,8511.8,0.04
turin-9r45,B,base,IS,28,28,8613.85,0.04
turin-9r45,B,base,IS,29,29,8597.28,0.04
turin-9r45,B,base,IS,30,30,8570.47,0.04
turin-9r45,B,base,IS,31,31,8621.14,0.04
turin-9r45,B,base,IS,32,32,8933.6,0.04
turin-9r45,B,base,IS,33,33,8906.39,0.04
turin-9r45,B,base,IS,34,34,8959.86,0.04
turin-9r45,B,base,IS,35,35,9058.74,0.04
turin-9r45,B,base,IS,36,36,9169.52,0.04
turin-9r45,B,base,IS,37,37,9156.12,0.04
turin-9r45,B,base,IS,38,38,9515.82,0.04
turin-9r45,B,base,IS,39,39,9604.36,0.03
turin-9r45,B,base,IS,40,40,9760.33,0.03
turin-9r45,B,base,IS,41,41,10008.03,0.03
turin-9r45,B,base,IS,42,42,10342.97,0.03
turin-9r45,B,base,IS,43,43,10581.36,0.03
turin-9r45,B,base,IS,44,44,10536.87,0.03
turin-9r45,B,base,IS,45,45,10573.43,0.03
turin-9r45,B,base,IS,46,46,10799.85,0.03
turin-9r45,B,base,IS,47,47,10986.35,0.03
turin-9r45,B,base,IS,48,48,10904.43,0.03
turin-9r45,B,base,IS,49,49,11124.03,0.03
turin-9r45,B,base,IS,50,50,11336.09,0.03
turin-9r45,B,base,IS,51,51,11380.22,0.03
turin-9r45,B,base,IS,52,52,11435.96,0.03
turin-9r45,B,base,IS,53,53,11689.61,0.03
turin-9r45,B,base,IS,54,54,11490.6,0.03
turin-9r45,B,base,IS,55,55,11477.96,0.03
turin-9r45,B,base,IS,56,56,11827.83,0.03
turin-9r45,B,base,IS,57,57,11787.66,0.03
turin-9r45,B,base,IS,58,58,11976.94,0.03
turin-9r45,B,base,IS,59,59,12228.9,0.03
turin-9r45,B,base,IS,60,60,12028.44,0.03
turin-9r45,B,base,IS,61,61,12175.73,0.03
turin-9r45,B,base,IS,62,62,12602.34,0.03
turin-9r45,B,base,IS,63,63,12783.92,0.03
turin-9r45,B,base,IS,64,64,12745.64,0.03
turin-9r45,B,base,IS,65,65,13136.64,0.03
turin-9r45,B,base,IS,66,66,13072.02,0.03
turin-9r45,B,base,IS,67,67,12823.42,0.03
turin-9r45,B,base,IS,68,68,12722.33,0.03
turin-9r45,B,base,IS,69,69,12864.43,0.03
turin-9r45,B,base,IS,70,70,12806.49,0.03
turin-9r45,B,base,IS,71,71,13069.51,0.03
turin-9r45,B,base,IS,72,72,13098.0,0.03
turin-9r45,B,base,IS,73,73,13379.04,0.03
turin-9r45,B,base,IS,74,74,13699.61,0.02
turin-9r45,B,base,IS,75,75,13799.2,0.02
turin-9r45,B,base,IS,76,76,13810.37,0.02
turin-9r45,B,base,IS,77,77,14083.41,0.02
turin-9r45,B,base,IS,78,78,14195.56,0.02
turin-9r45,B,base,IS,79,79,14072.63,0.02
turin-9r45,B,base,IS,80,80,14210.78,0.02
turin-9r45,B,base,IS,81,81,14325.71,0.02
turin-9r45,B,base,IS,82,82,14209.42,0.02
turin-9r45,B,base,IS,83,83,14005.07,0.02
turin-9r45,B,base,IS,84,84,13960.37,0.02
turin-9r45,B,base,IS,85,85,14228.42,0.02
turin-9r45,B,base,IS,86,86,14149.66,0.02
turin-9r45,B,base,IS,87,87,14132.56,0.02
turin-9r45,B,base,IS,88,88,14320.67,0.02
turin-9r45,B,base,IS,89,89,14499.09,0.02
turin-9r45,B,base,IS,90,90,14591.2,0.02
turin-9r45,B,base,IS,91,91,14854.22,0.02
turin-9r45,B,base,IS,92,92,14795.34,0.02
turin-9r45,B,base,IS,93,93,14785.31,0.02
turin-9r45,B,base,IS,94,94,14860.95,0.02
turin-9r45,B,base,IS,95,95,15160.7,0.02
turin-9r45,B,base,IS,96,96,14724.39,0.02
gnr,B,base,BT,1,1,7479.3,93.88
gnr,B,base,BT,2,2,14858.19,47.26
gnr,B,base,BT,3,3,22013.72,31.9
gnr,B,base,BT,4,4,29427.72,23.86
gnr,B,base,BT,5,5,36342.61,19.32
gnr,B,base,BT,6,6,43973.65,15.97
gnr,B,base,BT,7,7,51213.26,13.71
gnr,B,base,BT,8,8,58528.8,12.0
gnr,B,base,BT,9,9,64731.02,10.85
gnr,B,base,BT,10,10,71647.52,9.8
gnr,B,base,BT,11,11,78870.16,8.9
gnr,B,base,BT,12,12,86109.26,8.15
gnr,B,base,BT,13,13,92484.4,7.59
gnr,B,base,BT,14,14,100259.12,7.0
gnr,B,base,BT,15,15,106107.47,6.62
gnr,B,base,BT,16,16,113397.77,6.19
gnr,B,base,BT,17,17,118875.79,5.91
gnr,B,base,BT,18,18,126759.62,5.54
gnr,B,base,BT,19,19,134005.13,5.24
gnr,B,base,BT,20,20,139163.11,5.05
gnr,B,base,BT,21,21,145262.93,4.83
gnr,B,base,BT,22,22,152006.26,4.62
gnr,B,base,BT,23,23,159770.26,4.39
gnr,B,base,BT,24,24,166875.65,4.21
gnr,B,base,BT,25,25,172200.55,4.08
gnr,B,base,BT,26,26,178864.89,3.93
gnr,B,base,BT,27,27,186196.76,3.77
gnr,B,base,BT,28,28,194134.74,3.62
gnr,B,base,BT,29,29,200532.41,3.5
gnr,B,base,BT,30,30,206233.0,3.4
gnr,B,base,BT,31,31,213398.2,3.29
gnr,B,base,BT,32,32,220499.3,3.18
gnr,B,base,BT,33,33,224833.74,3.12
gnr,B,base,BT,34,34,230153.35,3.05
gnr,B,base,BT,35,35,236356.0,2.97
gnr,B,base,BT,36,36,245049.91,2.87
gnr,B,base,BT,37,37,252005.63,2.79
gnr,B,base,BT,38,38,258018.51,2.72
gnr,B,base,BT,39,39,263346.29,2.67
gnr,B,base,BT,40,40,269237.26,2.61
gnr,B,base,BT,41,41,276418.8,2.54
gnr,B,base,BT,42,42,283969.88,2.47
gnr,B,base,BT,43,43,287156.27,2.45
gnr,B,base,BT,44,44,294393.93,2.39
gnr,B,base,BT,45,45,299530.3,2.34
gnr,B,base,BT,46,46,306699.67,2.29
gnr,B,base,BT,47,47,312079.52,2.25
gnr,B,base,BT,48,48,317127.21,2.21
gnr,B,base,BT,49,49,320318.19,2.19
gnr,B,base,BT,50,50,319768.84,2.2
gnr,B,base,BT,51,51,330506.64,2.12
gnr,B,base,BT,52,52,341299.37,2.06
gnr,B,base,BT,53,53,347391.43,2.02
gnr,B,base,BT,54,54,353541.05,1.99
gnr,B,base,BT,55,55,360807.07,1.95
gnr,B,base,BT,56,56,368136.33,1.91
gnr,B,base,BT,57,57,372620.32,1.88
gnr,B,base,BT,58,58,380314.53,1.85
gnr,B,base,BT,59,59,385591.17,1.82
gnr,B,base,BT,60,60,390021.36,1.8
gnr,B,base,BT,61,61,396638.52,1.77
gnr,B,base,BT,62,62,404225.51,1.74
gnr,B,base,BT,63,63,409116.12,1.72
gnr,B,base,BT,64,64,414497.37,1.69
gnr,B,base,BT,65,65,417176.31,1.68
gnr,B,base,BT,66,66,419839.97,1.67
gnr,B,base,BT,67,67,425964.48,1.65
gnr,B,base,BT,68,68,428526.24,1.64
gnr,B,base,BT,69,69,436255.76,1.61
gnr,B,base,BT,70,70,442356.65,1.59
gnr,B,base,BT,71,71,448935.2,1.56
gnr,B,base,BT,72,72,454584.5,1.54
gnr,B,base,BT,73,73,458931.05,1.53
gnr,B,base,BT,74,74,463574.32,1.51
gnr,B,base,BT,75,75,466463.43,1.51
gnr,B,base,BT,76,76,465161.56,1.51
gnr,B,base,BT,77,77,479193.05,1.47
gnr,B,base,BT,78,78,485234.61,1.45
gnr,B,base,BT,79,79,489460.62,1.43
gnr,B,base,BT,80,80,494643.21,1.42
gnr,B,base,BT,81,81,500764.1,1.4
gnr,B,base,BT,82,82,506195.01,1.39
gnr,B,base,BT,83,83,503702.96,1.39
gnr,B,base,BT,84,84,513144.18,1.37
gnr,B,base,BT,85,85,518230.63,1.35
gnr,B,base,BT,86,86,519595.79,1.35
gnr,B,base,BT,87,87,520346.7,1.35
gnr,B,base,BT,88,88,526228.74,1.33
gnr,B,base,BT,89,89,524990.22,1.34
gnr,B,base,BT,90,90,526022.38,1.33
gnr,B,base,BT,91,91,528106.91,1.33
gnr,B,base,BT,92,92,531138.73,1.32
gnr,B,base,BT,93,93,527334.28,1.33
gnr,B,base,BT,94,94,531399.62,1.32
gnr,B,base,BT,95,95,528221.73,1.33
gnr,B,base,BT,96,96,528351.85,1.33
gnr,B,base,CG,1,1,2327.73,23.5
gnr,B,base,CG,2,2,4598.48,11.9
gnr,B,base,CG,3,3,6863.74,7.97
gnr,B,base,CG,4,4,9097.13,6.01
gnr,B,base,CG,5,5,11344.93,4.82
gnr,B,base,CG,6,6,13602.61,4.02
gnr,B,base,CG,7,7,15691.5,3.49
gnr,B,base,CG,8,8,17924.59,3.05
gnr,B,base,CG,9,9,20083.05,2.72
gnr,B,base,CG,10,10,22297.67,2.45
gnr,B,base,CG,11,11,24326.25,2.25
gnr,B,base,CG,12,12,26327.52,2.08
gnr,B,base,CG,13,13,28229.6,1.94
gnr,B,base,CG,14,14,30377.63,1.8
gnr,B,base,CG,15,15,32566.13,1.68
gnr,B,base,CG,16,16,34508.98,1.59
gnr,B,base,CG,17,17,36406.32,1.5
gnr,B,base,CG,18,18,38495.87,1.42
gnr,B,base,CG,19,19,40108.8,1.36
gnr,B,base,CG,20,20,40744.04,1.34
gnr,B,base,CG,21,21,40920.76,1.34
gnr,B,base,CG,22,22,42665.69,1.28
gnr,B,base,CG,23,23,44449.28,1.23
gnr,B,base,CG,24,24,46046.33,1.19
gnr,B,base,CG,25,25,47563.23,1.15
gnr,B,base,CG,26,26,48851.11,1.12
gnr,B,base,CG,27,27,50779.52,1.08
gnr,B,base,CG,28,28,52632.27,1.04
gnr,B,base,CG,29,29,53962.98,1.01
gnr,B,base,CG,30,30,55511.17,0.99
gnr,B,base,CG,31,31,57174.48,0.96
gnr,B,base,CG,32,32,58501.77,0.94
gnr,B,base,CG,33,33,55818.95,0.98
gnr,B,base,CG,34,34,57974.21,0.94
gnr,B,base,CG,35,35,59488.66,0.92
gnr,B,base,CG,36,36,60880.6,0.9
gnr,B,base,CG,37,37,62465.65,0.88
gnr,B,base,CG,38,38,63960.84,0.86
gnr,B,base,CG,39,39,65639.65,0.83
gnr,B,base,CG,40,40,66747.8,0.82
gnr,B,base,CG,41,41,68446.1,0.8
gnr,B,base,CG,42,42,69228.28,0.79
gnr,B,base,CG,43,43,70911.59,0.77
gnr,B,base,CG,44,44,72689.39,0.75
gnr,B,base,CG,45,45,73552.46,0.74
gnr,B,base,CG,46,46,74690.01,0.73
gnr,B,base,CG,47,47,75646.81,0.72
gnr,B,base,CG,48,48,77448.74,0.71
gnr,B,base,CG,49,49,78883.71,0.69
gnr,B,base,CG,50,50,80354.28,0.68
gnr,B,base,CG,51,51,81378.43,0.67
gnr,B,base,CG,52,52,79350.85,0.69
gnr,B,base,CG,53,53,80958.75,0.68
gnr,B,base,CG,54,54,82450.26,0.66
gnr,B,base,CG,55,55,81952.52,0.67
gnr,B,base,CG,56,56,83365.48,0.66
gnr,B,base,CG,57,57,83620.65,0.65
gnr,B,base,CG,58,58,85140.36,0.64
gnr,B,base,CG,59,59,83919.12,0.65
gnr,B,base,CG,60,60,85662.57,0.64
gnr,B,base,CG,61,61,86217.42,0.63
gnr,B,base,CG,62,62,87223.39,0.63
gnr,B,base,CG,63,63,88529.8,0.62
gnr,B,base,CG,64,64,88874.17,0.62
gnr,B,base,CG,65,65,86106.94,0.64
gnr,B,base,CG,66,66,86630.4,0.63
gnr,B,base,CG,67,67,88359.72,0.62
gnr,B,base,CG,68,68,88451.98,0.62
gnr,B,base,CG,69,69,90221.34,0.61
gnr,B,base,CG,70,70,91993.09,0.59
gnr,B,base,CG,71,71,91999.08,0.59
gnr,B,base,CG,72,72,93280.86,0.59
gnr,B,base,CG,73,73,95166.68,0.57
gnr,B,base,CG,74,74,95314.32,0.57
gnr,B,base,CG,75,75,96701.19,0.57
gnr,B,base,CG,76,76,97625.38,0.56
gnr,B,base,CG,77,77,98853.36,0.55
gnr,B,base,CG,78,78,99861.25,0.55
gnr,B,base,CG,79,79,102814.78,0.53
gnr,B,base,CG,80,80,104691.07,0.52
gnr,B,base,CG,81,81,105772.14,0.52
gnr,B,base,CG,82,82,106970.74,0.51
gnr,B,base,CG,83,83,107396.19,0.51
gnr,B,base,CG,84,84,108497.39,0.5
gnr,B,base,CG,85,85,109264.81,0.5
gnr,B,base,CG,86,86,108143.78,0.51
gnr,B,base,CG,87,87,110380.9,0.5
gnr,B,base,CG,88,88,110399.07,0.5
gnr,B,base,CG,89,89,111088.9,0.49
gnr,B,base,CG,90,90,112588.59,0.49
gnr,B,base,CG,91,91,111272.51,0.49
gnr,B,base,CG,92,92,112096.7,0.49
gnr,B,base,CG,93,93,113118.34,0.48
gnr,B,base,CG,94,94,110246.89,0.5
gnr,B,base,CG,95,95,115555.44,0.47
gnr,B,base,CG,96,96,115815.59,0.47
gnr,B,base,EP,1,1,188.49,11.39
gnr,B,base,EP,2,2,405.83,5.29
gnr,B,base,EP,3,3,607.27,3.54
gnr,B,base,EP,4,4,806.21,2.66
gnr,B,base,EP,5,5,1012.95,2.12
gnr,B,base,EP,6,6,1214.74,1.77
gnr,B,base,EP,7,7,742.38,2.89
gnr,B,base,EP,8,8,850.09,2.53
gnr,B,base,EP,9,9,955.12,2.25
gnr,B,base,EP,10,10,1061.44,2.02
gnr,B,base,EP,11,11,1166.73,1.84
gnr,B,base,EP,12,12,1273.51,1.69
gnr,B,base,EP,13,13,1380.25,1.56
gnr,B,base,EP,14,14,1486.62,1.44
gnr,B,base,EP,15,15,3021.96,0.71
gnr,B,base,EP,16,16,1694.32,1.27
gnr,B,base,EP,17,17,3433.64,0.63
